age,sex,strata,mortality per 1 rate,pYLD rate,APC in all-cause mortality,expenditure_rate,expenditure_rate_death,income,income_death
69,male,non-maori,0.012926443,0.011965929,-0.0016543,2722.358175,25369.28622,0,0
70,male,non-maori,0.022139494,0.020690495,0.0017302,3386.954753,24229.34316,0,0
71,male,non-maori,0.022139494,0.020690495,0.0017302,3386.954753,24229.34316,0,0
72,male,non-maori,0.022139494,0.020690495,0.0017302,3386.954753,24229.34316,0,0
73,male,non-maori,0.022139494,0.020690495,0.0017302,3386.954753,24229.34316,0,0
74,male,non-maori,0.022139494,0.020690495,0.0017302,3386.954753,24229.34316,0,0
75,male,non-maori,0.038214105,0.03586796,0.0033153,3896.952662,20339.49848,0,0
76,male,non-maori,0.038214105,0.03586796,0.0033153,3896.952662,20339.49848,0,0
77,male,non-maori,0.038214105,0.03586796,0.0033153,3896.952662,20339.49848,0,0
78,male,non-maori,0.038214105,0.03586796,0.0033153,3896.952662,20339.49848,0,0
79,male,non-maori,0.038214105,0.03586796,0.0033153,3896.952662,20339.49848,0,0
80,male,non-maori,0.069132349,0.064514276,0.001413,4201.70751,16440.76882,0,0
81,male,non-maori,0.069132349,0.064514276,0.001413,4201.70751,16440.76882,0,0
82,male,non-maori,0.069132349,0.064514276,0.001413,4201.70751,16440.76882,0,0
83,male,non-maori,0.069132349,0.064514276,0.001413,4201.70751,16440.76882,0,0
84,male,non-maori,0.069132349,0.064514276,0.001413,4201.70751,16440.76882,0,0
85,male,non-maori,0.122716995,0.115362123,0.000775,4376.741635,13443.86473,0,0
86,male,non-maori,0.122716995,0.115362123,0.000775,4376.741635,13443.86473,0,0
87,male,non-maori,0.122716995,0.115362123,0.000775,4376.741635,13443.86473,0,0
88,male,non-maori,0.122716995,0.115362123,0.000775,4376.741635,13443.86473,0,0
89,male,non-maori,0.122716995,0.115362123,0.000775,4376.741635,13443.86473,0,0
90,male,non-maori,0.192330541,0.185284449,0.0014101,4350.97519,10421.1942,0,0
91,male,non-maori,0.192330541,0.185284449,0.0014101,4350.97519,10421.1942,0,0
92,male,non-maori,0.192330541,0.185284449,0.0014101,4350.97519,10421.1942,0,0
93,male,non-maori,0.192330541,0.185284449,0.0014101,4350.97519,10421.1942,0,0
94,male,non-maori,0.192330541,0.185284449,0.0014101,4350.97519,10421.1942,0,0
95,male,non-maori,0.303744089,0.297350346,0.0040321,3946.708555,7810.786787,0,0
96,male,non-maori,0.303744089,0.297350346,0.0040321,3946.708555,7810.786787,0,0
97,male,non-maori,0.303744089,0.297350346,0.0040321,3946.708555,7810.786787,0,0
98,male,non-maori,0.303744089,0.297350346,0.0040321,3946.708555,7810.786787,0,0
99,male,non-maori,0.303744089,0.297350346,0.0040321,3946.708555,7810.786787,0,0
100,male,non-maori,0.303744089,0.297350346,0.0040321,3946.708555,7810.786787,0,0
101,male,non-maori,0.303744089,0.297350346,0.0040321,3946.708555,7810.786787,0,0
102,male,non-maori,0.303744089,0.297350346,0.0040321,3946.708555,7810.786787,0,0
103,male,non-maori,0.303744089,0.297350346,0.0040321,3946.708555,7810.786787,0,0
104,male,non-maori,0.303744089,0.297350346,0.0040321,3946.708555,7810.786787,0,0
105,male,non-maori,0.303744089,0.297350346,0.0040321,3946.708555,7810.786787,0,0
106,male,non-maori,0.303744089,0.297350346,0.0040321,3946.708555,7810.786787,0,0
107,male,non-maori,0.303744089,0.297350346,0.0040321,3946.708555,7810.786787,0,0
108,male,non-maori,0.303744089,0.297350346,0.0040321,3946.708555,7810.786787,0,0
109,male,non-maori,0.303744089,0.297350346,0.0040321,3946.708555,7810.786787,0,0
110,male,non-maori,0.303744089,0.297350346,0.0040321,3946.708555,7810.786787,0,0
0,female,maori,0.000315387,0.000183797,-0.0274206,4534.005798,44266.75228,0,0
1,female,maori,0.000315387,0.000183797,-0.0274206,4534.005798,44266.75228,0,0
2,female,maori,0.000315387,0.000183797,-0.0274206,4534.005798,44266.75228,0,0
3,female,maori,0.000315387,0.000183797,-0.0274206,4534.005798,44266.75228,0,0
4,female,maori,0.000315387,0.000183797,-0.0274206,4534.005798,44266.75228,0,0
5,female,maori,0.000109793,0.000106368,-0.0146286,455.7995247,33421.74449,0,0
6,female,maori,0.000109793,0.000106368,-0.0146286,455.7995247,33421.74449,0,0
7,female,maori,0.000109793,0.000106368,-0.0146286,455.7995247,33421.74449,0,0
8,female,maori,0.000109793,0.000106368,-0.0146286,455.7995247,33421.74449,0,0
9,female,maori,0.000109793,0.000106368,-0.0146286,455.7995247,33421.74449,0,0
10,female,maori,0.000261799,0.000188128,-0.014068,438.0295627,27905.05979,0,0
11,female,maori,0.000261799,0.000188128,-0.014068,438.0295627,27905.05979,0,0
12,female,maori,0.000261799,0.000188128,-0.014068,438.0295627,27905.05979,0,0
13,female,maori,0.000261799,0.000188128,-0.014068,438.0295627,27905.05979,0,0
14,female,maori,0.000261799,0.000188128,-0.014068,438.0295627,27905.05979,0,0
15,female,maori,0.000517435,0.000418678,-0.0108034,685.9205323,14427.43213,0,0
16,female,maori,0.000517435,0.000418678,-0.0108034,685.9205323,14427.43213,0,0
17,female,maori,0.000517435,0.000418678,-0.0108034,685.9205323,14427.43213,0,0
18,female,maori,0.000517435,0.000418678,-0.0108034,685.9205323,14427.43213,0,0
19,female,maori,0.000517435,0.000418678,-0.0108034,685.9205323,14427.43213,0,0
20,female,maori,0.000718573,0.000522396,-0.0042936,886.7211027,23496.33222,0,0
21,female,maori,0.000718573,0.000522396,-0.0042936,886.7211027,23496.33222,0,0
22,female,maori,0.000718573,0.000522396,-0.0042936,886.7211027,23496.33222,0,0
23,female,maori,0.000718573,0.000522396,-0.0042936,886.7211027,23496.33222,0,0
24,female,maori,0.000718573,0.000522396,-0.0042936,886.7211027,23496.33222,0,0
25,female,maori,0.000975393,0.000896336,-0.0045355,965.7974335,23206.68184,25821.82414,5910.313688
26,female,maori,0.000975393,0.000896336,-0.0045355,965.7974335,23206.68184,25821.82414,5910.313688
27,female,maori,0.000975393,0.000896336,-0.0045355,965.7974335,23206.68184,25821.82414,5910.313688
28,female,maori,0.000975393,0.000896336,-0.0045355,965.7974335,23206.68184,25821.82414,5910.313688
29,female,maori,0.000975393,0.000896336,-0.0045355,965.7974335,23206.68184,25821.82414,5910.313688
30,female,maori,0.001257671,0.001075989,-0.0035988,1100.849144,30442.61036,28198.44297,6685.862167
31,female,maori,0.001257671,0.001075989,-0.0035988,1100.849144,30442.61036,28198.44297,6685.862167
32,female,maori,0.001257671,0.001075989,-0.0035988,1100.849144,30442.61036,28198.44297,6685.862167
33,female,maori,0.001257671,0.001075989,-0.0035988,1100.849144,30442.61036,28198.44297,6685.862167
34,female,maori,0.001257671,0.001075989,-0.0035988,1100.849144,30442.61036,28198.44297,6685.862167
35,female,maori,0.001179166,0.001023313,-0.0060068,1034.211787,34846.00694,28922.09601,7261.51711
36,female,maori,0.001179166,0.001023313,-0.0060068,1034.211787,34846.00694,28922.09601,7261.51711
37,female,maori,0.001179166,0.001023313,-0.0060068,1034.211787,34846.00694,28922.09601,7261.51711
38,female,maori,0.001179166,0.001023313,-0.0060068,1034.211787,34846.00694,28922.09601,7261.51711
39,female,maori,0.001179166,0.001023313,-0.0060068,1034.211787,34846.00694,28922.09601,7261.51711
40,female,maori,0.001962886,0.001728565,-0.0056557,923.1495247,33328.45219,30890.27852,7704.55038
41,female,maori,0.001962886,0.001728565,-0.0056557,923.1495247,33328.45219,30890.27852,7704.55038
42,female,maori,0.001962886,0.001728565,-0.0056557,923.1495247,33328.45219,30890.27852,7704.55038
43,female,maori,0.001962886,0.001728565,-0.0056557,923.1495247,33328.45219,30890.27852,7704.55038
44,female,maori,0.001962886,0.001728565,-0.0056557,923.1495247,33328.45219,30890.27852,7704.55038
45,female,maori,0.003192229,0.002984304,-0.0030747,1037.765779,31318.66949,32498.07605,6690.6673
46,female,maori,0.003192229,0.002984304,-0.0030747,1037.765779,31318.66949,32498.07605,6690.6673
47,female,maori,0.003192229,0.002984304,-0.0030747,1037.765779,31318.66949,32498.07605,6690.6673
48,female,maori,0.003192229,0.002984304,-0.0030747,1037.765779,31318.66949,32498.07605,6690.6673
49,female,maori,0.003192229,0.002984304,-0.0030747,1037.765779,31318.66949,32498.07605,6690.6673
50,female,maori,0.005493357,0.005380797,-0.002397,1216.353897,32936.62452,32204.96293,6747.367871
51,female,maori,0.005493357,0.005380797,-0.002397,1216.353897,32936.62452,32204.96293,6747.367871
52,female,maori,0.005493357,0.005380797,-0.002397,1216.353897,32936.62452,32204.96293,6747.367871
53,female,maori,0.005493357,0.005380797,-0.002397,1216.353897,32936.62452,32204.96293,6747.367871
54,female,maori,0.005493357,0.005380797,-0.002397,1216.353897,32936.62452,32204.96293,6747.367871
55,female,maori,0.008803679,0.008509164,0.0012925,1452.694392,33081.44971,28648.20342,5477.851711
56,female,maori,0.008803679,0.008509164,0.0012925,1452.694392,33081.44971,28648.20342,5477.851711
57,female,maori,0.008803679,0.008509164,0.0012925,1452.694392,33081.44971,28648.20342,5477.851711
58,female,maori,0.008803679,0.008509164,0.0012925,1452.694392,33081.44971,28648.20342,5477.851711
59,female,maori,0.008803679,0.008509164,0.0012925,1452.694392,33081.44971,28648.20342,5477.851711
60,female,maori,0.015339908,0.01397585,-0.0035772,1803.651141,29378.18964,21074.35266,4203.530418
61,female,maori,0.015339908,0.01397585,-0.0035772,1803.651141,29378.18964,21074.35266,4203.530418
62,female,maori,0.015339908,0.01397585,-0.0035772,1803.651141,29378.18964,21074.35266,4203.530418
63,female,maori,0.015339908,0.01397585,-0.0035772,1803.651141,29378.18964,21074.35266,4203.530418
64,female,maori,0.015339908,0.01397585,-0.0035772,1803.651141,29378.18964,21074.35266,4203.530418
65,female,maori,0.022496194,0.019819065,-0.0016543,2392.72538,28292.44496,0,0
66,female,maori,0.022496194,0.019819065,-0.0016543,2392.72538,28292.44496,0,0
67,female,maori,0.022496194,0.019819065,-0.0016543,2392.72538,28292.44496,0,0
68,female,maori,0.022496194,0.019819065,-0.0016543,2392.72538,28292.44496,0,0
69,female,maori,0.022496194,0.019819065,-0.0016543,2392.72538,28292.44496,0,0
70,female,maori,0.032077225,0.029436767,0.0017302,2866.294867,24879.72376,0,0
71,female,maori,0.032077225,0.029436767,0.0017302,2866.294867,24879.72376,0,0
72,female,maori,0.032077225,0.029436767,0.0017302,2866.294867,24879.72376,0,0
73,female,maori,0.032077225,0.029436767,0.0017302,2866.294867,24879.72376,0,0
74,female,maori,0.032077225,0.029436767,0.0017302,2866.294867,24879.72376,0,0
75,female,maori,0.051418521,0.04904655,0.0033153,3348.749335,18289.73337,0,0
76,female,maori,0.051418521,0.04904655,0.0033153,3348.749335,18289.73337,0,0
77,female,maori,0.051418521,0.04904655,0.0033153,3348.749335,18289.73337,0,0
78,female,maori,0.051418521,0.04904655,0.0033153,3348.749335,18289.73337,0,0
79,female,maori,0.051418521,0.04904655,0.0033153,3348.749335,18289.73337,0,0
80,female,maori,0.085212743,0.08187017,0.001413,3730.803517,14675.3231,0,0
81,female,maori,0.085212743,0.08187017,0.001413,3730.803517,14675.3231,0,0
82,female,maori,0.085212743,0.08187017,0.001413,3730.803517,14675.3231,0,0
83,female,maori,0.085212743,0.08187017,0.001413,3730.803517,14675.3231,0,0
84,female,maori,0.085212743,0.08187017,0.001413,3730.803517,14675.3231,0,0
85,female,maori,0.125149991,0.115783827,0.000775,3895.175665,11124.8847,0,0
86,female,maori,0.125149991,0.115783827,0.000775,3895.175665,11124.8847,0,0
87,female,maori,0.125149991,0.115783827,0.000775,3895.175665,11124.8847,0,0
88,female,maori,0.125149991,0.115783827,0.000775,3895.175665,11124.8847,0,0
89,female,maori,0.125149991,0.115783827,0.000775,3895.175665,11124.8847,0,0
90,female,maori,0.169443049,0.159309501,0.0014101,3774.339924,8366.986597,0,0
91,female,maori,0.169443049,0.159309501,0.0014101,3774.339924,8366.986597,0,0
92,female,maori,0.169443049,0.159309501,0.0014101,3774.339924,8366.986597,0,0
93,female,maori,0.169443049,0.159309501,0.0014101,3774.339924,8366.986597,0,0
94,female,maori,0.169443049,0.159309501,0.0014101,3774.339924,8366.986597,0,0
95,female,maori,0.142267625,0.137052878,0.0040321,3240.352567,5288.340684,0,0
96,female,maori,0.142267625,0.137052878,0.0040321,3240.352567,5288.340684,0,0
97,female,maori,0.142267625,0.137052878,0.0040321,3240.352567,5288.340684,0,0
98,female,maori,0.142267625,0.137052878,0.0040321,3240.352567,5288.340684,0,0
99,female,maori,0.142267625,0.137052878,0.0040321,3240.352567,5288.340684,0,0
100,female,maori,0.142267625,0.137052878,0.0040321,3240.352567,5288.340684,0,0
101,female,maori,0.142267625,0.137052878,0.0040321,3240.352567,5288.340684,0,0
102,female,maori,0.142267625,0.137052878,0.0040321,3240.352567,5288.340684,0,0
103,female,maori,0.142267625,0.137052878,0.0040321,3240.352567,5288.340684,0,0
104,female,maori,0.142267625,0.137052878,0.0040321,3240.352567,5288.340684,0,0
105,female,maori,0.142267625,0.137052878,0.0040321,3240.352567,5288.340684,0,0
106,female,maori,0.142267625,0.137052878,0.0040321,3240.352567,5288.340684,0,0
