year,age,sex,strata,DU-->FSFV,DU-->FSCV,CS-->FSCV,CS-->FSFV,DU-->CS,CS-->DU
4,107,male,non-maori,,,,,,
5,107,male,non-maori,,,,,,
6,107,male,non-maori,,,,,,
7,107,male,non-maori,,,,,,
8,107,male,non-maori,,,,,,
9,107,male,non-maori,,,,,,
10,107,male,non-maori,,,,,,
11,107,male,non-maori,,,,,,
12,107,male,non-maori,,,,,,
13,107,male,non-maori,,,,,,
14,107,male,non-maori,,,,,,
15,107,male,non-maori,,,,,,
16,107,male,non-maori,,,,,,
17,107,male,non-maori,,,,,,
18,107,male,non-maori,,,,,,
19,107,male,non-maori,,,,,,
20,107,male,non-maori,,,,,,
0,107,male,maori,,,,,,
1,107,male,maori,,,,,,
2,107,male,maori,,,,,,
3,107,male,maori,,,,,,
4,107,male,maori,,,,,,
5,107,male,maori,,,,,,
6,107,male,maori,,,,,,
7,107,male,maori,,,,,,
8,107,male,maori,,,,,,
9,107,male,maori,,,,,,
10,107,male,maori,,,,,,
11,107,male,maori,,,,,,
12,107,male,maori,,,,,,
13,107,male,maori,,,,,,
14,107,male,maori,,,,,,
15,107,male,maori,,,,,,
16,107,male,maori,,,,,,
17,107,male,maori,,,,,,
18,107,male,maori,,,,,,
19,107,male,maori,,,,,,
20,107,male,maori,,,,,,
0,107,female,non-maori,,,,,,
1,107,female,non-maori,,,,,,
2,107,female,non-maori,,,,,,
3,107,female,non-maori,,,,,,
4,107,female,non-maori,,,,,,
5,107,female,non-maori,,,,,,
6,107,female,non-maori,,,,,,
7,107,female,non-maori,,,,,,
8,107,female,non-maori,,,,,,
9,107,female,non-maori,,,,,,
10,107,female,non-maori,,,,,,
11,107,female,non-maori,,,,,,
12,107,female,non-maori,,,,,,
13,107,female,non-maori,,,,,,
14,107,female,non-maori,,,,,,
15,107,female,non-maori,,,,,,
16,107,female,non-maori,,,,,,
17,107,female,non-maori,,,,,,
18,107,female,non-maori,,,,,,
19,107,female,non-maori,,,,,,
20,107,female,non-maori,,,,,,
0,107,female,maori,,,,,,
1,107,female,maori,,,,,,
2,107,female,maori,,,,,,
3,107,female,maori,,,,,,
4,107,female,maori,,,,,,
5,107,female,maori,,,,,,
6,107,female,maori,,,,,,
7,107,female,maori,,,,,,
8,107,female,maori,,,,,,
9,107,female,maori,,,,,,
10,107,female,maori,,,,,,
11,107,female,maori,,,,,,
12,107,female,maori,,,,,,
13,107,female,maori,,,,,,
14,107,female,maori,,,,,,
15,107,female,maori,,,,,,
16,107,female,maori,,,,,,
17,107,female,maori,,,,,,
18,107,female,maori,,,,,,
19,107,female,maori,,,,,,
20,107,female,maori,,,,,,
