sheet,year,totalSmoke,DU-->FSFV,DU-->FSCV,CS-->FSCV,CS-->FSFV,DU-->CS,CS-->DU
non-maori_male42,0,0.1689,0.046,0.0553,0.0115,0.0115,0.0266,0.03
non-maori_male42,1,0.1627,0.0462,0.0554,0.0116,0.0116,0.0245,0.0305
non-maori_male42,2,0.1565,0.0464,0.0556,0.0116,0.0116,0.0224,0.031
non-maori_male42,3,0.1505,0.0465,0.0558,0.0116,0.0116,0.0204,0.0315
non-maori_male42,4,0.1447,0.0466,0.0559,0.0117,0.0117,0.0185,0.032
non-maori_male42,5,0.1389,0.0467,0.0561,0.0117,0.0117,0.0165,0.0325
non-maori_male42,6,0.1333,0.0469,0.0563,0.0117,0.0117,0.0146,0.033
non-maori_male42,7,0.1278,0.047,0.0564,0.0118,0.0118,0.0152,0.0336
non-maori_male42,8,0.1225,0.0472,0.0566,0.0118,0.0118,0.0297,0.0341
non-maori_male42,9,0.1172,0.0477,0.0572,0.0119,0.0119,0.0298,0.0346
non-maori_male42,10,0.1122,0.0482,0.0579,0.0121,0.0121,0.0299,0.0351
non-maori_male42,11,0.1072,0.0488,0.0586,0.0122,0.0122,0.0301,0.0357
non-maori_male42,12,0.1024,0.0494,0.0593,0.0123,0.0123,0.0302,0.0362
non-maori_male42,13,0.0977,0.05,0.06,0.0125,0.0125,0.0304,0.0367
non-maori_male42,14,0.0932,0.0505,0.0607,0.0126,0.0126,0.0306,0.0373
non-maori_male42,15,0.0888,0.0511,0.0614,0.0128,0.0128,0.0307,0.0378
non-maori_male42,16,0.0845,0.0518,0.0621,0.0129,0.0129,0.0309,0.0383
non-maori_male42,17,0.0804,0.0524,0.0628,0.0131,0.0131,0.031,0.0389
non-maori_male42,18,0.0764,0.053,0.0636,0.0132,0.0132,0.0312,0.0394
non-maori_male42,19,0.0726,0.0536,0.0644,0.0134,0.0134,0.0314,0.04
non-maori_male42,20,0.0689,0.0543,0.0651,0.0136,0.0136,0.0316,0.0405
non-maori_male42,21,0.0653,0.055,0.066,0.0138,0.0138,0.0317,0.0411
non-maori_male42,22,0.0619,0.0557,0.0669,0.0139,0.0139,0.0319,0.0416
non-maori_male42,23,0.0586,0.0565,0.0678,0.0141,0.0141,0.0321,0.0422
non-maori_male42,24,0.0554,0.0573,0.0687,0.0143,0.0143,0.0322,0.0427
non-maori_male42,25,0.0524,0.058,0.0696,0.0145,0.0145,0.0324,0.0433
non-maori_male42,26,0.0494,0.0588,0.0706,0.0147,0.0147,0.0326,0.0438
non-maori_male42,27,0.0466,0.0596,0.0715,0.0149,0.0149,0.0328,0.0444
non-maori_male42,28,0.044,0.0604,0.0725,0.0151,0.0151,0.0329,0.0449
non-maori_male42,29,0.0414,0.0612,0.0734,0.0153,0.0153,0.0331,0.0455
non-maori_male42,30,0.039,0.062,0.0744,0.0155,0.0155,0.0333,0.046
non-maori_male42,31,0.0367,0.0628,0.0754,0.0157,0.0157,0.0335,0.0466
non-maori_male42,32,0.0344,0.0637,0.0764,0.0159,0.0159,0.0337,0.0471
non-maori_male42,33,0.0323,0.0645,0.0774,0.0161,0.0161,0.0339,0.0476
non-maori_male42,34,0.0303,0.0654,0.0784,0.0163,0.0163,0.034,0.0482
non-maori_male42,35,0.0284,0.0662,0.0795,0.0166,0.0166,0.0342,0.0487
non-maori_male42,36,0.0266,0.0671,0.0806,0.0168,0.0168,0.0344,0.0493
non-maori_male42,37,0.0249,0.068,0.0816,0.017,0.017,0.0346,0.0498
non-maori_male42,38,0.0233,0.0689,0.0827,0.0172,0.0172,0.0347,0.0504
non-maori_male42,39,0.0218,0.0699,0.0839,0.0175,0.0175,0.0349,0.0509
non-maori_male42,40,0.0203,0.0708,0.085,0.0177,0.0177,0.0351,0.0514
non-maori_male42,41,0.019,0.0718,0.0862,0.018,0.018,0.0352,0.052
non-maori_male42,42,0.0177,0.0728,0.0874,0.0182,0.0182,0.0353,0.0525
non-maori_male42,43,0.0165,0.0738,0.0886,0.0185,0.0185,0.0355,0.053
non-maori_male42,44,0.0153,0.0749,0.0898,0.0187,0.0187,0.0356,0.0536
non-maori_male42,45,0.0143,0.076,0.0912,0.019,0.019,0.0357,0.0541
non-maori_male42,46,0.0132,0.0771,0.0925,0.0193,0.0193,0.0358,0.0546
non-maori_male42,47,0.0123,0.0782,0.0939,0.0196,0.0196,0.0359,0.0551
non-maori_male42,48,0.0114,0.0794,0.0953,0.0199,0.0199,0.0359,0.0556
non-maori_male42,49,0.0106,0.0807,0.0968,0.0202,0.0202,0.0359,0.0561
non-maori_male42,50,0.0098,0.082,0.0983,0.0205,0.0205,0.036,0.0566
non-maori_male42,51,0.0091,0.0833,0.1,0.0208,0.0208,0.036,0.0571
non-maori_male42,52,0.0084,0.0847,0.1016,0.0212,0.0212,0.0359,0.0576
non-maori_male42,53,0.0078,0.0862,0.1034,0.0215,0.0215,0.0358,0.0581
non-maori_male42,54,0.0072,0.0877,0.1053,0.0219,0.0219,0.0357,0.0586
non-maori_male42,55,0.0066,0.0894,0.1072,0.0223,0.0223,0.0356,0.0591
non-maori_male42,56,0.0061,0.0911,0.1093,0.0228,0.0228,0.0354,0.0596
non-maori_male42,57,0.0056,0.0929,0.1115,0.0232,0.0232,0.0352,0.06
non-maori_male42,58,0.0052,0.0948,0.1138,0.0237,0.0237,0.035,0.0605
non-maori_male42,59,0.0048,0.0969,0.1163,0.0242,0.0242,0.0346,0.061
non-maori_male42,60,0.0044,0.0991,0.1189,0.0248,0.0248,0.0357,0.0614
non-maori_male42,61,0.004,0.1007,0.1208,0.0252,0.0252,0.0359,0.0619
non-maori_male42,62,0.0037,0.1025,0.1229,0.0256,0.0256,0.036,0.0623
non-maori_male42,63,0.0034,0.1043,0.1251,0.0261,0.0261,0.0537,0.0627
non-maori_male42,64,0.0031,0.103,0.1236,0.0257,0.0257,0.0236,0.0631
non-maori_male42,65,0.0029,0.1086,0.1304,0.0272,0.0272,0.0364,0.0636
non-maori_male42,66,0.0027,0.1109,0.1331,0.0277,0.0277,0.0363,0.064
non-maori_male42,67,0.0024,0.1135,0.1362,0.0284,0.0284,0.0362,0.0644
non-maori_male42,68,0.0022,0.1162,0.1394,0.029,0.029,0.06,0.0648
non-maori_male42,69,0.0021,0.1197,0.1437,0.0299,0.0299,0.0606,0.0652
non-maori_male42,70,0.0019,0.1257,0.1508,0.0314,0.0314,0.0636,0.0656
non-maori_male42,71,0.0018,0.1321,0.1585,0.033,0.033,0.0669,0.0659
non-maori_male42,72,0.0016,0.139,0.1668,0.0348,0.0348,0.0706,0.0663
non-maori_male42,73,0.0015,0.1466,0.1759,0.0366,0.0366,0.0746,0.0666
non-maori_male42,74,0.0014,0.1548,0.1858,0.0387,0.0387,0.0791,0.067
non-maori_male42,75,0.0012,0.1639,0.1966,0.041,0.041,0.0842,0.0673
non-maori_male42,76,0.0011,0.1737,0.2085,0.0434,0.0434,0.0899,0.0677
non-maori_male42,77,0.001,0.1845,0.2215,0.0461,0.0461,0.0964,0.068
non-maori_male42,78,0.001,0.1964,0.2357,0.0491,0.0491,0.1038,0.0683
non-maori_male42,79,0.0009,0.2095,0.2514,0.0524,0.0524,0.1123,0.0686
non-maori_male42,80,0.0008,0.2239,0.2687,0.056,0.056,0.1236,0.0689
non-maori_male42,81,0.0007,0.2387,0.2864,0.0597,0.0597,0.1349,0.0692
non-maori_male42,82,0.0007,0.2549,0.3059,0.0637,0.0637,0.1477,0.0695
non-maori_male42,83,0.0006,0.2728,0.3274,0.0682,0.0682,0.1622,0.0697
non-maori_male42,84,0.0006,0.2924,0.3509,0.0731,0.0731,0.1786,0.07
non-maori_male42,85,0.0005,0.314,0.3768,0.0785,0.0785,0.1213,0.0702
non-maori_male42,86,0.0005,0.3264,0.3916,0.0816,0.0816,0.0578,0.0705
non-maori_male42,87,0.0004,0.334,0.4007,0.0835,0.0835,0.012,0.0707
non-maori_male42,88,0.0004,0.334,0.4007,0.0835,0.0835,0.012,0.0707
non-maori_male42,89,0.0004,0.334,0.4007,0.0835,0.0835,0.012,0.0707
non-maori_male42,90,0.0004,0.334,0.4007,0.0835,0.0835,0.012,0.0707
non-maori_male42,91,0.0004,0.334,0.4007,0.0835,0.0835,0.012,0.0707
non-maori_male42,92,0.0004,0.334,0.4007,0.0835,0.0835,0.012,0.0707
non-maori_male42,93,0.0004,0.334,0.4007,0.0835,0.0835,0.012,0.0707
non-maori_male42,94,0.0004,0.334,0.4007,0.0835,0.0835,0.012,0.0707
non-maori_male42,95,0.0004,0.334,0.4007,0.0835,0.0835,0.012,0.0707
non-maori_male42,96,0.0004,0.334,0.4007,0.0835,0.0835,0.012,0.0707
non-maori_male42,97,0.0004,0.334,0.4007,0.0835,0.0835,0.012,0.0707
non-maori_male42,98,0.0004,0.334,0.4007,0.0835,0.0835,0.012,0.0707
non-maori_male42,99,0.0004,0.334,0.4007,0.0835,0.0835,0.012,0.0707
non-maori_male42,100,0.0004,0.334,0.4007,0.0835,0.0835,0.012,0.0707
non-maori_male42,101,0.0004,0.334,0.4007,0.0835,0.0835,0.012,0.0707
non-maori_male42,102,0.0004,0.334,0.4007,0.0835,0.0835,0.012,0.0707
non-maori_male42,103,0.0004,0.334,0.4007,0.0835,0.0835,0.012,0.0707
non-maori_male42,104,0.0004,0.334,0.4007,0.0835,0.0835,0.012,0.0707
non-maori_male42,105,0.0004,0.334,0.4007,0.0835,0.0835,0.012,0.0707
non-maori_male42,106,0.0004,0.334,0.4007,0.0835,0.0835,0.012,0.0707
non-maori_male42,107,0.0004,0.334,0.4007,0.0835,0.0835,0.012,0.0707
non-maori_male42,108,0.0004,0.334,0.4007,0.0835,0.0835,0.012,0.0707
non-maori_male42,109,0.0004,0.334,0.4007,0.0835,0.0835,0.012,0.0707
