sheet,year,totalSmoke,DU-->FSFV,DU-->FSCV,CS-->FSCV,CS-->FSFV,DU-->CS,CS-->DU
maori_male_62,78,0.0005,0.1293,0.1552,0.0323,0.0323,0.3669,0.1531
maori_male_62,79,0.0004,0.1276,0.1531,0.0319,0.0319,0.3112,0.1545
maori_male_62,80,0.0004,0.1257,0.1508,0.0314,0.0314,0.2623,0.1558
maori_male_62,81,0.0004,0.1229,0.1475,0.0307,0.0307,0.2162,0.157
maori_male_62,82,0.0003,0.1201,0.1441,0.03,0.03,0.174,0.1581
maori_male_62,83,0.0003,0.1173,0.1408,0.0293,0.0293,0.1354,0.1592
maori_male_62,84,0.0003,0.1145,0.1374,0.0286,0.0286,0.1001,0.1602
maori_male_62,85,0.0003,0.1118,0.1341,0.0279,0.0279,0.068,0.1611
maori_male_62,86,0.0002,0.1091,0.1309,0.0273,0.0273,0.0387,0.1619
maori_male_62,87,0.0002,0.1064,0.1277,0.0266,0.0266,0.012,0.1627
maori_male_62,88,0.0002,0.1064,0.1277,0.0266,0.0266,0.012,0.1627
maori_male_62,89,0.0002,0.1064,0.1277,0.0266,0.0266,0.012,0.1627
maori_male_62,90,0.0002,0.1064,0.1277,0.0266,0.0266,0.012,0.1627
maori_male_62,91,0.0002,0.1064,0.1277,0.0266,0.0266,0.012,0.1627
maori_male_62,92,0.0002,0.1064,0.1277,0.0266,0.0266,0.012,0.1627
maori_male_62,93,0.0002,0.1064,0.1277,0.0266,0.0266,0.012,0.1627
maori_male_62,94,0.0002,0.1064,0.1277,0.0266,0.0266,0.012,0.1627
maori_male_62,95,0.0002,0.1064,0.1277,0.0266,0.0266,0.012,0.1627
maori_male_62,96,0.0002,0.1064,0.1277,0.0266,0.0266,0.012,0.1627
maori_male_62,97,0.0002,0.1064,0.1277,0.0266,0.0266,0.012,0.1627
maori_male_62,98,0.0002,0.1064,0.1277,0.0266,0.0266,0.012,0.1627
maori_male_62,99,0.0002,0.1064,0.1277,0.0266,0.0266,0.012,0.1627
maori_male_62,100,0.0002,0.1064,0.1277,0.0266,0.0266,0.012,0.1627
maori_male_62,101,0.0002,0.1064,0.1277,0.0266,0.0266,0.012,0.1627
maori_male_62,102,0.0002,0.1064,0.1277,0.0266,0.0266,0.012,0.1627
maori_male_62,103,0.0002,0.1064,0.1277,0.0266,0.0266,0.012,0.1627
maori_male_62,104,0.0002,0.1064,0.1277,0.0266,0.0266,0.012,0.1627
maori_male_62,105,0.0002,0.1064,0.1277,0.0266,0.0266,0.012,0.1627
maori_male_62,106,0.0002,0.1064,0.1277,0.0266,0.0266,0.012,0.1627
maori_male_62,107,0.0002,0.1064,0.1277,0.0266,0.0266,0.012,0.1627
maori_male_62,108,0.0002,0.1064,0.1277,0.0266,0.0266,0.012,0.1627
maori_male_62,109,0.0002,0.1064,0.1277,0.0266,0.0266,0.012,0.1627
