year_start,year_end,agecategory,sex,strata,cs,qsqv_1,qscv_1
5,6,75,female,maori,0.5946215403965001,0.11908344454070299,0.14290013344884303
5,6,80,female,maori,0.690863418073745,0.131425719057388,0.157710862868866
5,6,85,female,maori,0.66892245996718,0.1413988818331,0.16967865819972
5,6,90,female,maori,0.643406250835031,0.152997158711349,0.18359659045361898
5,6,95,female,maori,0.6186180908454549,0.16426450416115698,0.19711740499338798
5,6,100,female,maori,0.601072479415066,0.17223978208406102,0.206687738500873
5,6,105,female,maori,0.593704106228865,0.17558904262324299,0.21070685114789198
5,6,0,female,non-maori,0.0298,0.0444,0.0533
5,6,5,female,non-maori,0.0261,0.044000000000000004,0.0528
5,6,10,female,non-maori,0.0261,0.044000000000000004,0.0528
5,6,15,female,non-maori,0.0261,0.044000000000000004,0.0528
5,6,20,female,non-maori,0.0261,0.044000000000000004,0.0528
5,6,25,female,non-maori,0.0261,0.044000000000000004,0.0528
5,6,30,female,non-maori,0.0261,0.044000000000000004,0.0528
5,6,35,female,non-maori,0.0261,0.044000000000000004,0.0528
5,6,40,female,non-maori,0.0261,0.044000000000000004,0.0528
5,6,45,female,non-maori,0.0261,0.044000000000000004,0.0528
5,6,50,female,non-maori,0.183856838539415,0.0588991460340493,0.0706789752408591
5,6,55,female,non-maori,0.1860011210775,0.0607095724445164,0.0728514869334197
5,6,60,female,non-maori,0.19361758447047503,0.0647465501192837,0.0776958601431404
5,6,65,female,non-maori,0.205365281852821,0.0692307852271484,0.0830769422725781
5,6,70,female,non-maori,0.104925748268461,0.0913233537151555,0.109588024458187
5,6,75,female,non-maori,0.127953370545058,0.0944488107158015,0.11333857285896198
5,6,80,female,non-maori,0.22250453191374697,0.104378108376676,0.125253730052011
5,6,85,female,non-maori,0.31521961587740005,0.111601829831265,0.133922195797517
5,6,90,female,non-maori,0.522914917136539,0.123296435013991,0.147955722016789
5,6,95,female,non-maori,0.6658705600891429,0.14278610905039002,0.171343330860468
5,6,100,female,non-maori,0.6658705600891429,0.14278610905039002,0.171343330860468
5,6,105,female,non-maori,0.0120000148260798,0.09641245147966301,0.115694941775596
5,6,0,male,maori,0.1729,0.0776,0.0939
5,6,5,male,maori,0.1614,0.077,0.0931
5,6,10,male,maori,0.1614,0.077,0.0931
5,6,15,male,maori,0.1614,0.077,0.0931
5,6,20,male,maori,0.1614,0.077,0.0931
5,6,25,male,maori,0.1614,0.077,0.0931
5,6,30,male,maori,0.1614,0.077,0.0931
5,6,35,male,maori,0.1614,0.077,0.0931
5,6,40,male,maori,0.1521,0.0765,0.0926
5,6,45,male,maori,0.1438,0.0761,0.092
5,6,50,male,maori,0.31814848726143896,0.0778732200941759,0.09344786411301101
5,6,55,male,maori,0.28911329758749205,0.0784541244412986,0.0941449493295584
5,6,60,male,maori,0.247385509754173,0.0791987169053217,0.09503846028638599
5,6,65,male,maori,0.221236015130375,0.0795446899331177,0.0954536279197412
5,6,70,male,maori,0.0774,0.1095,0.1314
5,6,75,male,maori,0.0751,0.1103,0.1323
5,6,80,male,maori,0.0701,0.11,0.132
5,6,85,male,maori,0.0606,0.1079,0.1294
5,6,90,male,maori,0.051,0.1049,0.1259
5,6,95,male,maori,0.0341,0.0982,0.1179
5,6,100,male,maori,0.0188,0.0909,0.1091
5,6,105,male,maori,0.0516,0.0628,0.0753
5,6,0,male,non-maori,0.05,0.0434,0.0521
5,6,5,male,non-maori,0.0498,0.0428,0.0513
5,6,10,male,non-maori,0.0498,0.0428,0.0513
5,6,15,male,non-maori,0.0498,0.0428,0.0513
5,6,20,male,non-maori,0.0498,0.0428,0.0513
5,6,25,male,non-maori,0.0498,0.0428,0.0513
5,6,30,male,non-maori,0.0499,0.0422,0.0507
5,6,35,male,non-maori,0.0498,0.0428,0.0513
5,6,40,male,non-maori,0.0498,0.0428,0.0513
5,6,45,male,non-maori,0.0507,0.0415,0.0498
5,6,50,male,non-maori,0.0297,0.0472,0.0566
5,6,55,male,non-maori,0.0302,0.0494,0.0593
5,6,60,male,non-maori,0.0304,0.05,0.06
5,6,65,male,non-maori,0.0312,0.053,0.0636
5,6,70,male,non-maori,0.07400000000000001,0.0608,0.0729
5,6,75,male,non-maori,0.0834,0.0635,0.0762
5,6,80,male,non-maori,0.0914,0.0655,0.0786
5,6,85,male,non-maori,0.1165,0.0712,0.0854
5,6,90,male,non-maori,0.1395,0.0758,0.091
5,6,95,male,non-maori,0.1395,0.0758,0.091
5,6,100,male,non-maori,0.1835,0.0836,0.1003
5,6,105,male,non-maori,0.1835,0.0836,0.1003
6,7,0,female,maori,0.096,0.0517,0.0625
6,7,5,female,maori,0.0791,0.0527,0.0637
6,7,10,female,maori,0.0791,0.0527,0.0637
6,7,15,female,maori,0.0791,0.0527,0.0637
6,7,20,female,maori,0.0791,0.0527,0.0637
6,7,25,female,maori,0.0791,0.0527,0.0637
6,7,30,female,maori,0.0791,0.0527,0.0637
6,7,35,female,maori,0.0791,0.0527,0.0637
6,7,40,female,maori,0.0791,0.0527,0.0637
6,7,45,female,maori,0.0731,0.0533,0.0644
6,7,50,female,maori,0.826168548302271,0.0699233871353312,0.0839080645623974
6,7,55,female,maori,0.818992141637759,0.0731853901646548,0.0878224681975857
6,7,60,female,maori,0.8029141560923501,0.080493565412568,0.0965922784950816
6,7,65,female,maori,0.785723475782597,0.0883075110079105,0.10596901320949301
6,7,70,female,maori,0.5102417486546871,0.11282392167911001,0.135388706014931
6,7,75,female,maori,0.626021990939112,0.12118877518502802,0.145426530222034
6,7,80,female,maori,0.686347275678747,0.13347851105511502,0.160174213266138
6,7,85,female,maori,0.6645095270197,0.143404760445591,0.172085712534709
6,7,90,female,maori,0.63931391672772,0.154857310578309,0.18582877269397102
6,7,95,female,maori,0.614523405820018,0.16612572462726402,0.199350869552717
6,7,100,female,maori,0.600085733920585,0.17268830276337102,0.20722596331604504
6,7,105,female,maori,0.593521642691329,0.17567198059485,0.21080637671382002
6,7,0,female,non-maori,0.0298,0.0444,0.0533
6,7,5,female,non-maori,0.0231,0.0436,0.0523
6,7,10,female,non-maori,0.0231,0.0436,0.0523
6,7,15,female,non-maori,0.0231,0.0436,0.0523
6,7,20,female,non-maori,0.0231,0.0436,0.0523
6,7,25,female,non-maori,0.0231,0.0436,0.0523
6,7,30,female,non-maori,0.0231,0.0436,0.0523
6,7,35,female,non-maori,0.0231,0.0436,0.0523
6,7,40,female,non-maori,0.0231,0.0436,0.0523
6,7,45,female,non-maori,0.0231,0.0436,0.0523
6,7,50,female,non-maori,0.184875148383387,0.0597939113722592,0.0717526936467111
6,7,55,female,non-maori,0.187497984876781,0.0616862842172078,0.0740235410606493
6,7,60,female,non-maori,0.19608738478537602,0.0658118788245793,0.0789742545894951
6,7,65,female,non-maori,0.209034315514467,0.0704189918191465,0.0845027901829758
6,7,70,female,non-maori,0.11600836142130198,0.0928726721610387,0.111447206593246
6,7,75,female,non-maori,0.14083211728247,0.0960518038859229,0.11526216466310699
6,7,80,female,non-maori,0.243081469607585,0.106118895294533,0.12734267435344
6,7,85,female,non-maori,0.3432892308362439,0.11349060981053999,0.136188731772648
6,7,90,female,non-maori,0.568455710058129,0.125349226344079,0.15041907161289497
6,7,95,female,non-maori,0.660715576346094,0.145129283479048,0.174155140174858
6,7,100,female,non-maori,0.660715576346094,0.145129283479048,0.174155140174858
6,7,105,female,non-maori,0.0120000148260798,0.09641245147966301,0.115694941775596
6,7,0,male,maori,0.1729,0.0776,0.0939
6,7,5,male,maori,0.1521,0.0765,0.0926
6,7,10,male,maori,0.1521,0.0765,0.0926
6,7,15,male,maori,0.1521,0.0765,0.0926
6,7,20,male,maori,0.1521,0.0765,0.0926
6,7,25,male,maori,0.1521,0.0765,0.0926
6,7,30,male,maori,0.1521,0.0765,0.0926
6,7,35,male,maori,0.1521,0.0765,0.0926
6,7,40,male,maori,0.1438,0.0761,0.092
6,7,45,male,maori,0.1365,0.0757,0.0915
6,7,50,male,maori,0.3034564627374,0.0781802416967814,0.0938162900361377
6,7,55,male,maori,0.274715572474093,0.0786939362694978,0.0944327235233973
6,7,60,male,maori,0.23416510894423898,0.0793920813646639,0.0952704976375967
6,7,65,male,maori,0.20841240794853103,0.0796555427194822,0.0955866512633786
6,7,70,male,maori,0.077,0.1098,0.1318
6,7,75,male,maori,0.07400000000000001,0.1103,0.1324
6,7,80,male,maori,0.0684,0.1097,0.1316
6,7,85,male,maori,0.0583,0.1072,0.1287
6,7,90,male,maori,0.0483,0.1039,0.1247
6,7,95,male,maori,0.0311,0.0969,0.1162
6,7,100,male,maori,0.0157,0.0893,0.1072
6,7,105,male,maori,0.0944,0.087,0.1045
6,7,0,male,non-maori,0.05,0.0434,0.0521
6,7,5,male,non-maori,0.0499,0.0422,0.0507
6,7,10,male,non-maori,0.0499,0.0422,0.0507
6,7,15,male,non-maori,0.0499,0.0422,0.0507
6,7,20,male,non-maori,0.0499,0.0422,0.0507
6,7,25,male,non-maori,0.0499,0.0422,0.0507
6,7,30,male,non-maori,0.0502,0.0418,0.0502
6,7,35,male,non-maori,0.0499,0.0422,0.0507
6,7,40,male,non-maori,0.0499,0.0422,0.0507
6,7,45,male,non-maori,0.0514,0.0413,0.0496
6,7,50,male,non-maori,0.0298,0.0477,0.0572
6,7,55,male,non-maori,0.0304,0.05,0.06
6,7,60,male,non-maori,0.0306,0.0505,0.0607
6,7,65,male,non-maori,0.0314,0.0536,0.0644
6,7,70,male,non-maori,0.0762,0.0615,0.0737
6,7,75,male,non-maori,0.086,0.0641,0.077
6,7,80,male,non-maori,0.0942,0.0661,0.0794
6,7,85,male,non-maori,0.1201,0.0719,0.0863
6,7,90,male,non-maori,0.1437,0.0766,0.0919
6,7,95,male,non-maori,0.1437,0.0766,0.0919
6,7,100,male,non-maori,0.1895,0.0838,0.1006
6,7,105,male,non-maori,0.1895,0.0838,0.1006
7,8,0,female,maori,0.096,0.0517,0.0625
7,8,5,female,maori,0.0731,0.0533,0.0644
7,8,10,female,maori,0.0731,0.0533,0.0644
7,8,15,female,maori,0.0731,0.0533,0.0644
7,8,20,female,maori,0.0731,0.0533,0.0644
7,8,25,female,maori,0.0731,0.0533,0.0644
7,8,30,female,maori,0.0731,0.0533,0.0644
7,8,35,female,maori,0.0731,0.0533,0.0644
7,8,40,female,maori,0.0731,0.0533,0.0644
7,8,45,female,maori,0.0678,0.0539,0.0652
7,8,50,female,maori,0.822591558775783,0.0715492914655532,0.0858591497586638
7,8,55,female,maori,0.8150054791394571,0.0749975094820649,0.0899970113784779
7,8,60,female,maori,0.7988388423139341,0.0823459807663938,0.0988151769196726
7,8,65,female,maori,0.7813072135828809,0.0903149029168721,0.10837788350024599
7,8,70,female,maori,0.536818908055985,0.114900882250414,0.137881058700497
7,8,75,female,maori,0.6607928669395091,0.123303264204836,0.147963917045803
7,8,80,female,maori,0.682025132434974,0.13544312162046698,0.16253174594456
7,8,85,female,maori,0.6603365296485649,0.14530157743247102,0.174361892918965
7,8,90,female,maori,0.6351960022830639,0.156729089871335,0.188074907845602
7,8,95,female,maori,0.610397261221045,0.168001244899525,0.20160149387943
7,8,100,female,maori,0.599082966631134,0.17314410607675698,0.20777292729210897
7,8,105,female,maori,0.594815947185963,0.175083660370017,0.21010039244401998
7,8,0,female,non-maori,0.0298,0.0444,0.0533
7,8,5,female,non-maori,0.0207,0.0433,0.052000000000000005
7,8,10,female,non-maori,0.0207,0.0433,0.052000000000000005
7,8,15,female,non-maori,0.0207,0.0433,0.052000000000000005
7,8,20,female,non-maori,0.0207,0.0433,0.052000000000000005
7,8,25,female,non-maori,0.0207,0.0433,0.052000000000000005
7,8,30,female,non-maori,0.0207,0.0433,0.052000000000000005
7,8,35,female,non-maori,0.0207,0.0433,0.052000000000000005
7,8,40,female,non-maori,0.0207,0.0433,0.052000000000000005
7,8,45,female,non-maori,0.0207,0.0433,0.052000000000000005
7,8,50,female,non-maori,0.1860011210775,0.0607095724445164,0.0728514869334197
7,8,55,female,non-maori,0.189265794444784,0.0626843138629417,0.0752211766355301
7,8,60,female,non-maori,0.19889846038054101,0.0669277418361664,0.0803132902033996
7,8,65,female,non-maori,0.212946818804487,0.0716323348661317,0.0859588018393581
7,8,70,female,non-maori,0.127953370545058,0.0944488107158015,0.11333857285896198
7,8,75,female,non-maori,0.154845643540305,0.0976816475979293,0.117217977117515
7,8,80,female,non-maori,0.265276396436454,0.10791621520300802,0.129499458243609
7,8,85,female,non-maori,0.37383427333238295,0.11541037360595201,0.138492448327143
7,8,90,female,non-maori,0.6177030190673399,0.127410573288188,0.152892687945825
7,8,95,female,non-maori,0.655467661549839,0.14751469929552802,0.17701763915463298
7,8,100,female,non-maori,0.655467661549839,0.14751469929552802,0.17701763915463298
7,8,105,female,non-maori,0.0120000148260798,0.09641245147966301,0.115694941775596
7,8,0,male,maori,0.1729,0.0776,0.0939
7,8,5,male,maori,0.1438,0.0761,0.092
7,8,10,male,maori,0.1438,0.0761,0.092
7,8,15,male,maori,0.1438,0.0761,0.092
7,8,20,male,maori,0.1438,0.0761,0.092
7,8,25,male,maori,0.1438,0.0761,0.092
7,8,30,male,maori,0.1438,0.0761,0.092
7,8,35,male,maori,0.1438,0.0761,0.092
7,8,40,male,maori,0.1365,0.0757,0.0915
7,8,45,male,maori,0.1299,0.0752,0.091
7,8,50,male,maori,0.28911329758749205,0.0784541244412986,0.0941449493295584
7,8,55,male,maori,0.260900674430199,0.0789656453992749,0.0947587744791299
7,8,60,male,maori,0.221236015130375,0.0795446899331177,0.0954536279197412
7,8,65,male,maori,0.195989655718766,0.0797595931082586,0.0957115117299103
7,8,70,male,maori,0.0768,0.1101,0.1321
7,8,75,male,maori,0.0727,0.1103,0.1323
7,8,80,male,maori,0.0666,0.1093,0.1312
7,8,85,male,maori,0.0559,0.1065,0.1278
7,8,90,male,maori,0.0456,0.1029,0.1235
7,8,95,male,maori,0.0281,0.0955,0.1145
7,8,100,male,maori,0.0168,0.0877,0.1052
7,8,105,male,maori,0.1038,0.0821,0.0985
7,8,0,male,non-maori,0.05,0.0434,0.0521
7,8,5,male,non-maori,0.0502,0.0418,0.0502
7,8,10,male,non-maori,0.0502,0.0418,0.0502
7,8,15,male,non-maori,0.0502,0.0418,0.0502
7,8,20,male,non-maori,0.0502,0.0418,0.0502
7,8,25,male,non-maori,0.0502,0.0418,0.0502
7,8,30,male,non-maori,0.0507,0.0415,0.0498
7,8,35,male,non-maori,0.0502,0.0418,0.0502
7,8,40,male,non-maori,0.0502,0.0418,0.0502
7,8,45,male,non-maori,0.0521,0.0411,0.0494
7,8,50,male,non-maori,0.0299,0.0482,0.0579
7,8,55,male,non-maori,0.0306,0.0505,0.0607
7,8,60,male,non-maori,0.0307,0.0511,0.0614
7,8,65,male,non-maori,0.0316,0.0543,0.0651
7,8,70,male,non-maori,0.0786,0.0621,0.0745
7,8,75,male,non-maori,0.0887,0.0648,0.0778
7,8,80,male,non-maori,0.0971,0.0668,0.0802
7,8,85,male,non-maori,0.1237,0.0727,0.0872
7,8,90,male,non-maori,0.1481,0.0774,0.0929
7,8,95,male,non-maori,0.1481,0.0774,0.0929
7,8,100,male,non-maori,0.1957,0.0841,0.1009
7,8,105,male,non-maori,0.1957,0.0841,0.1009
8,9,0,female,maori,0.096,0.0517,0.0625
8,9,5,female,maori,0.0678,0.0539,0.0652
8,9,10,female,maori,0.0678,0.0539,0.0652
8,9,15,female,maori,0.0678,0.0539,0.0652
8,9,20,female,maori,0.0678,0.0539,0.0652
8,9,25,female,maori,0.0678,0.0539,0.0652
8,9,30,female,maori,0.0678,0.0539,0.0652
8,9,35,female,maori,0.0678,0.0539,0.0652
8,9,40,female,maori,0.0678,0.0539,0.0652
8,9,45,female,maori,0.0633,0.0545,0.066
8,9,50,female,maori,0.818992141637759,0.0731853901646548,0.0878224681975857
8,9,55,female,maori,0.810997151729232,0.0768194764867125,0.0921833717840549
8,9,60,female,maori,0.7944891544377729,0.0843231116191942,0.10118773394303301
8,9,65,female,maori,0.776868500843149,0.0923324996167504,0.11079899954010099
8,9,70,female,maori,0.564917181575463,0.11698743384910401,0.140384920618925
8,9,75,female,maori,0.696067511664917,0.125320208710687,0.150384250452824
8,9,80,female,maori,0.6776802679303969,0.137418060031638,0.164901672037965
8,9,85,female,maori,0.656139875040934,0.147209147708666,0.176650977250399
8,9,90,female,maori,0.63105196042072,0.15861274526330899,0.19033529431597102
8,9,95,female,maori,0.606238031102681,0.16989180404423598,0.203870164853083
8,9,100,female,maori,0.598060925584486,0.17360867018887,0.20833040422664398
8,9,105,female,maori,0.596218766078778,0.174446015418737,0.20933521850248396
8,9,0,female,non-maori,0.0298,0.0444,0.0533
8,9,5,female,non-maori,0.0187,0.0431,0.0517
8,9,10,female,non-maori,0.0187,0.0431,0.0517
8,9,15,female,non-maori,0.0187,0.0431,0.0517
8,9,20,female,non-maori,0.0187,0.0431,0.0517
8,9,25,female,non-maori,0.0187,0.0431,0.0517
8,9,30,female,non-maori,0.0187,0.0431,0.0517
8,9,35,female,non-maori,0.0187,0.0431,0.0517
8,9,40,female,non-maori,0.0187,0.0431,0.0517
8,9,45,female,non-maori,0.0187,0.0431,0.0517
8,9,50,female,non-maori,0.187497984876781,0.0616862842172078,0.0740235410606493
8,9,55,female,non-maori,0.19130507372325,0.0637042191185834,0.0764450629423001
8,9,60,female,non-maori,0.20198905953706198,0.068067204527609,0.0816806454331307
8,9,65,female,non-maori,0.21723020923791397,0.0729641388178053,0.0875569665813663
8,9,70,female,non-maori,0.14083211728247,0.0960518038859229,0.11526216466310699
8,9,75,female,non-maori,0.169873708217392,0.0993155038856356,0.11917860466276299
8,9,80,female,non-maori,0.289271168000314,0.109743781404813,0.131692537685776
8,9,85,female,non-maori,0.406766244772294,0.117333933910075,0.14080072069209001
8,9,90,female,non-maori,0.67112661654735,0.129506123880324,0.155407348656388
8,9,95,female,non-maori,0.652944338263411,0.14866166442572198,0.17839399731086703
8,9,100,female,non-maori,0.652944338263411,0.14866166442572198,0.17839399731086703
8,9,105,female,non-maori,0.0120000148260798,0.09641245147966301,0.115694941775596
8,9,0,male,maori,0.1729,0.0776,0.0939
8,9,5,male,maori,0.1365,0.0757,0.0915
8,9,10,male,maori,0.1365,0.0757,0.0915
8,9,15,male,maori,0.1365,0.0757,0.0915
8,9,20,male,maori,0.1365,0.0757,0.0915
8,9,25,male,maori,0.1365,0.0757,0.0915
8,9,30,male,maori,0.1365,0.0757,0.0915
8,9,35,male,maori,0.1365,0.0757,0.0915
8,9,40,male,maori,0.1299,0.0752,0.091
8,9,45,male,maori,0.1231,0.0748,0.0905
8,9,50,male,maori,0.274715572474093,0.0786939362694978,0.0944327235233973
8,9,55,male,maori,0.247385509754173,0.0791987169053217,0.09503846028638599
8,9,60,male,maori,0.20841240794853103,0.0796555427194822,0.0955866512633786
8,9,65,male,maori,0.18384803104619898,0.0798182562848068,0.0957819075417681
8,9,70,male,maori,0.076,0.1102,0.1322
8,9,75,male,maori,0.0717,0.1102,0.1322
8,9,80,male,maori,0.0646,0.1089,0.1307
8,9,85,male,maori,0.0534,0.1057,0.1269
8,9,90,male,maori,0.0428,0.1018,0.1222
8,9,95,male,maori,0.025,0.094,0.1128
8,9,100,male,maori,0.0573,0.0862,0.1034
8,9,105,male,maori,0.1132,0.0772,0.0926
8,9,0,male,non-maori,0.05,0.0434,0.0521
8,9,5,male,non-maori,0.0507,0.0415,0.0498
8,9,10,male,non-maori,0.0507,0.0415,0.0498
8,9,15,male,non-maori,0.0507,0.0415,0.0498
8,9,20,male,non-maori,0.0507,0.0415,0.0498
8,9,25,male,non-maori,0.0507,0.0415,0.0498
8,9,30,male,non-maori,0.0514,0.0413,0.0496
8,9,35,male,non-maori,0.0507,0.0415,0.0498
8,9,40,male,non-maori,0.0507,0.0415,0.0498
8,9,45,male,non-maori,0.0529,0.0411,0.0493
8,9,50,male,non-maori,0.0301,0.0488,0.0586
8,9,55,male,non-maori,0.0307,0.0511,0.0614
8,9,60,male,non-maori,0.0309,0.0518,0.0621
8,9,65,male,non-maori,0.0317,0.055,0.066
8,9,70,male,non-maori,0.081,0.0628,0.0753
8,9,75,male,non-maori,0.0914,0.0655,0.0786
8,9,80,male,non-maori,0.1002,0.0675,0.081
8,9,85,male,non-maori,0.1275,0.0735,0.0881
8,9,90,male,non-maori,0.1526,0.0782,0.0939
8,9,95,male,non-maori,0.1526,0.0782,0.0939
8,9,100,male,non-maori,0.248,0.0844,0.1012
8,9,105,male,non-maori,0.248,0.0844,0.1012
9,10,0,female,maori,0.096,0.0517,0.0625
9,10,5,female,maori,0.0633,0.0545,0.066
9,10,10,female,maori,0.0633,0.0545,0.066
9,10,15,female,maori,0.0633,0.0545,0.066
9,10,20,female,maori,0.0633,0.0545,0.066
9,10,25,female,maori,0.0633,0.0545,0.066
9,10,30,female,maori,0.0633,0.0545,0.066
9,10,35,female,maori,0.0633,0.0545,0.066
9,10,40,female,maori,0.0633,0.0545,0.066
9,10,45,female,maori,0.0572,0.0552,0.0668
9,10,50,female,maori,0.8150054791394571,0.0749975094820649,0.0899970113784779
9,10,55,female,maori,0.806966813022227,0.0786514486262602,0.0943817383515123
9,10,60,female,maori,0.7901174157508759,0.0863102655677837,0.10357231868134
9,10,65,female,maori,0.7722347116664592,0.0944387674243366,0.11332652090920402
9,10,70,female,maori,0.5946215403965001,0.11908344454070299,0.14290013344884303
9,10,75,female,maori,0.699837964226681,0.127346379896963,0.15281565587635598
9,10,80,female,maori,0.6733127111981879,0.139403313091733,0.16728397571007902
9,10,85,female,maori,0.651919420544927,0.14912753611594198,0.17895304333913103
9,10,90,female,maori,0.626881109314724,0.16050858667512502,0.19261030401014997
9,10,95,female,maori,0.6020461858145251,0.17179718826612497,0.20615662591935002
9,10,100,female,maori,0.597016064854869,0.17408360688414998,0.20890032826098104
9,10,105,female,maori,0.597737758224291,0.17375556444350398,0.208506677332205
9,10,0,female,non-maori,0.0298,0.0444,0.0533
9,10,5,female,non-maori,0.0171,0.0429,0.0515
9,10,10,female,non-maori,0.0171,0.0429,0.0515
9,10,15,female,non-maori,0.0171,0.0429,0.0515
9,10,20,female,non-maori,0.0171,0.0429,0.0515
9,10,25,female,non-maori,0.0171,0.0429,0.0515
9,10,30,female,non-maori,0.0171,0.0429,0.0515
9,10,35,female,non-maori,0.0171,0.0429,0.0515
9,10,40,female,non-maori,0.0171,0.0429,0.0515
9,10,45,female,non-maori,0.0171,0.0429,0.0515
9,10,50,female,non-maori,0.189265794444784,0.0626843138629417,0.0752211766355301
9,10,55,female,non-maori,0.19361758447047503,0.0647465501192837,0.0776958601431404
9,10,60,female,non-maori,0.205365281852821,0.0692307852271484,0.0830769422725781
9,10,65,female,non-maori,0.221835099671848,0.0743270317383076,0.0891924380859691
9,10,70,female,non-maori,0.154845643540305,0.0976816475979293,0.117217977117515
9,10,75,female,non-maori,0.186091824209455,0.100976265640656,0.121171518768787
9,10,80,female,non-maori,0.31521961587740005,0.111601829831265,0.133922195797517
9,10,85,female,non-maori,0.44242770832835204,0.11928921773638,0.143147061283656
9,10,90,female,non-maori,0.690399466238604,0.13163660625518,0.157963927506216
9,10,95,female,non-maori,0.650383550291151,0.149825658958568,0.179790790750282
9,10,100,female,non-maori,0.650383550291151,0.149825658958568,0.179790790750282
9,10,105,female,non-maori,0.0120000148260798,0.09641245147966301,0.115694941775596
9,10,0,male,maori,0.1729,0.0776,0.0939
9,10,5,male,maori,0.1299,0.0752,0.091
9,10,10,male,maori,0.1299,0.0752,0.091
9,10,15,male,maori,0.1299,0.0752,0.091
9,10,20,male,maori,0.1299,0.0752,0.091
9,10,25,male,maori,0.1299,0.0752,0.091
9,10,30,male,maori,0.1299,0.0752,0.091
9,10,35,male,maori,0.1299,0.0752,0.091
9,10,40,male,maori,0.1231,0.0748,0.0905
9,10,45,male,maori,0.1174,0.0746,0.0902
9,10,50,male,maori,0.260900674430199,0.0789656453992749,0.0947587744791299
9,10,55,male,maori,0.23416510894423898,0.0793920813646639,0.0952704976375967
9,10,60,male,maori,0.195989655718766,0.0797595931082586,0.0957115117299103
9,10,65,male,maori,0.171989356244134,0.0798305357873068,0.0957966429447682
9,10,70,male,maori,0.0751,0.1103,0.1323
9,10,75,male,maori,0.0701,0.11,0.132
9,10,80,male,maori,0.0628,0.1085,0.1301
9,10,85,male,maori,0.051,0.1049,0.1259
9,10,90,male,maori,0.0399,0.1007,0.1208
9,10,95,male,maori,0.0219,0.0925,0.111
9,10,100,male,maori,0.0622,0.0867,0.1041
9,10,105,male,maori,0.152,0.0723,0.0867
9,10,0,male,non-maori,0.05,0.0434,0.0521
9,10,5,male,non-maori,0.0514,0.0413,0.0496
9,10,10,male,non-maori,0.0514,0.0413,0.0496
9,10,15,male,non-maori,0.0514,0.0413,0.0496
9,10,20,male,non-maori,0.0514,0.0413,0.0496
9,10,25,male,non-maori,0.0514,0.0413,0.0496
9,10,30,male,non-maori,0.0521,0.0411,0.0494
9,10,35,male,non-maori,0.0514,0.0413,0.0496
9,10,40,male,non-maori,0.0514,0.0413,0.0496
9,10,45,male,non-maori,0.0538,0.0411,0.0493
9,10,50,male,non-maori,0.0302,0.0494,0.0593
9,10,55,male,non-maori,0.0309,0.0518,0.0621
9,10,60,male,non-maori,0.031,0.0524,0.0628
9,10,65,male,non-maori,0.0319,0.0557,0.0669
9,10,70,male,non-maori,0.0834,0.0635,0.0762
9,10,75,male,non-maori,0.0942,0.0661,0.0794
9,10,80,male,non-maori,0.1032,0.0682,0.0818
9,10,85,male,non-maori,0.1314,0.0742,0.0891
9,10,90,male,non-maori,0.1572,0.0791,0.0949
9,10,95,male,non-maori,0.1572,0.0791,0.0949
9,10,100,male,non-maori,0.1842,0.0652,0.0783
9,10,105,male,non-maori,0.1842,0.0652,0.0783
10,11,0,female,maori,0.096,0.0517,0.0625
10,11,5,female,maori,0.0633,0.0545,0.066
10,11,10,female,maori,0.0572,0.0552,0.0668
10,11,15,female,maori,0.0572,0.0552,0.0668
10,11,20,female,maori,0.0572,0.0552,0.0668
10,11,25,female,maori,0.0572,0.0552,0.0668
10,11,30,female,maori,0.0572,0.0552,0.0668
10,11,35,female,maori,0.0572,0.0552,0.0668
10,11,40,female,maori,0.0572,0.0552,0.0668
10,11,45,female,maori,0.0572,0.0552,0.0668
10,11,50,female,maori,0.0534,0.0561,0.0679
10,11,55,female,maori,0.810997151729232,0.0768194764867125,0.0921833717840549
10,11,60,female,maori,0.8029141560923501,0.080493565412568,0.0965922784950816
10,11,65,female,maori,0.785723475782597,0.0883075110079105,0.10596901320949301
10,11,70,female,maori,0.7675752608472951,0.0965566996148657,0.115868039537839
10,11,75,female,maori,0.626021990939112,0.12118877518502802,0.145426530222034
10,11,80,female,maori,0.695360460655977,0.129381608792738,0.155257930551285
10,11,85,female,maori,0.66892245996718,0.1413988818331,0.16967865819972
10,11,90,female,maori,0.647674955431592,0.151056838440185,0.18126820612822198
10,11,95,female,maori,0.622682689222172,0.162416959444467,0.194900351333361
10,11,100,female,maori,0.601072479415066,0.17223978208406102,0.206687738500873
10,11,105,female,maori,0.595944517386101,0.174570673915409,0.20948480869849
10,11,0,female,non-maori,0.0298,0.0444,0.0533
10,11,5,female,non-maori,0.0171,0.0429,0.0515
10,11,10,female,non-maori,0.0183,0.0428,0.0514
10,11,15,female,non-maori,0.0183,0.0428,0.0514
10,11,20,female,non-maori,0.0183,0.0428,0.0514
10,11,25,female,non-maori,0.0183,0.0428,0.0514
10,11,30,female,non-maori,0.0183,0.0428,0.0514
10,11,35,female,non-maori,0.0183,0.0428,0.0514
10,11,40,female,non-maori,0.0183,0.0428,0.0514
10,11,45,female,non-maori,0.0183,0.0428,0.0514
10,11,50,female,non-maori,0.0183,0.0428,0.0514
