year_start,year_end,agecategory,sex,strata,cscv,qsqv_1,qscv_1
5,6,10,female,maori,0.0079,0.0089,0.013000000000000001
5,6,15,female,maori,0.0079,0.0089,0.013000000000000001
5,6,20,female,maori,0.0079,0.0089,0.013000000000000001
5,6,25,female,maori,0.0079,0.0089,0.013000000000000001
5,6,30,female,maori,0.0079,0.0089,0.013000000000000001
5,6,35,female,maori,0.0079,0.0089,0.013000000000000001
5,6,40,female,maori,0.0079,0.0089,0.013000000000000001
5,6,45,female,maori,0.0079,0.009000000000000001,0.0132
5,6,50,female,maori,0.0470054064547305,0.0170768537874841,0.0170768537874841
5,6,55,female,maori,0.0461832326872496,0.0178873228663883,0.0178873228663883
5,6,60,female,maori,0.0445817756588504,0.0196628621565651,0.0196628621565651
5,6,65,female,maori,0.0430358510058303,0.0215775663919459,0.0215775663919459
5,6,70,female,maori,0.0253139858229781,0.0276706133351897,0.0276706133351897
5,6,75,female,maori,0.0281087006975089,0.0297708611351756,0.0297708611351756
5,6,80,female,maori,0.0328897921606931,0.0328564297643471,0.0328564297643471
5,6,85,female,maori,0.0374896535761788,0.035349720458275,0.035349720458275
5,6,90,female,maori,0.0438663788684542,0.0382492896778374,0.0382492896778374
5,6,95,female,maori,0.0513277400955621,0.0410661260402892,0.0410661260402892
5,6,100,female,maori,0.0585062740934697,0.0430599455210152,0.0430599455210152
5,6,105,female,maori,0.0702737062630948,0.0438972606558107,0.0438972606558107
5,6,0,female,non-maori,0.0227,0.0111,0.0111
5,6,5,female,non-maori,0.0229,0.011000000000000001,0.011000000000000001
5,6,10,female,non-maori,0.0229,0.011000000000000001,0.011000000000000001
5,6,15,female,non-maori,0.0229,0.011000000000000001,0.011000000000000001
5,6,20,female,non-maori,0.0229,0.011000000000000001,0.011000000000000001
5,6,25,female,non-maori,0.0229,0.011000000000000001,0.011000000000000001
5,6,30,female,non-maori,0.0229,0.011000000000000001,0.011000000000000001
5,6,35,female,non-maori,0.0229,0.011000000000000001,0.011000000000000001
5,6,40,female,non-maori,0.0229,0.011000000000000001,0.011000000000000001
5,6,45,female,non-maori,0.0229,0.011000000000000001,0.011000000000000001
5,6,50,female,non-maori,0.0541629575912459,0.0147247865085123,0.0147247865085123
5,6,55,female,non-maori,0.0552567659227899,0.0151773931111291,0.0151773931111291
5,6,60,female,non-maori,0.0575110962868181,0.0161866375298209,0.0161866375298209
5,6,65,female,non-maori,0.0598573973861094,0.0173076963067871,0.0173076963067871
5,6,70,female,non-maori,0.0312657516496195,0.0228308384287889,0.0228308384287889
5,6,75,female,non-maori,0.0339116303737193,0.0236122026789504,0.0236122026789504
5,6,80,female,non-maori,0.0432701158557808,0.026094527094169,0.026094527094169
5,6,85,female,non-maori,0.0509035006694605,0.0279004574578161,0.0279004574578161
5,6,90,female,non-maori,0.0649511789070257,0.0308241087534977,0.0308241087534977
5,6,95,female,non-maori,0.0936151463086348,0.0356965272625974,0.0356965272625974
5,6,100,female,non-maori,0.0936151463086348,0.0356965272625974,0.0356965272625974
5,6,105,female,non-maori,0.6850166432812861,0.0241031128699157,0.0241031128699157
5,6,0,male,maori,0.0225,0.0133,0.0194
5,6,5,male,maori,0.0231,0.0132,0.0192
5,6,10,male,maori,0.0231,0.0132,0.0192
5,6,15,male,maori,0.0231,0.0132,0.0192
5,6,20,male,maori,0.0231,0.0132,0.0192
5,6,25,male,maori,0.0231,0.0132,0.0192
5,6,30,male,maori,0.0231,0.0132,0.0192
5,6,35,male,maori,0.0231,0.0132,0.0192
5,6,40,male,maori,0.0238,0.0131,0.0191
5,6,45,male,maori,0.0245,0.0131,0.019
5,6,50,male,maori,0.0536886633396809,0.019468305023544,0.019468305023544
5,6,55,male,maori,0.054682920173979,0.0196135311103247,0.0196135311103247
5,6,60,male,maori,0.0561158448927869,0.0197996792263304,0.0197996792263304
5,6,65,male,maori,0.0570288430999121,0.0198861724832794,0.0198861724832794
5,6,70,male,maori,0.022000000000000002,0.0274,0.0274
5,6,75,male,maori,0.0264,0.0276,0.0276
5,6,80,male,maori,0.0313,0.0275,0.0275
5,6,85,male,maori,0.0384,0.027000000000000003,0.027000000000000003
5,6,90,male,maori,0.0447,0.0262,0.0262
5,6,95,male,maori,0.0553,0.0246,0.0246
5,6,100,male,maori,0.0652,0.0227,0.0227
5,6,105,male,maori,0.0824,0.0157,0.0157
5,6,0,male,non-maori,0.0251,0.0109,0.0109
5,6,5,male,non-maori,0.026000000000000002,0.0107,0.0107
5,6,10,male,non-maori,0.026000000000000002,0.0107,0.0107
5,6,15,male,non-maori,0.026000000000000002,0.0107,0.0107
5,6,20,male,non-maori,0.026000000000000002,0.0107,0.0107
5,6,25,male,non-maori,0.026000000000000002,0.0107,0.0107
5,6,30,male,non-maori,0.0268,0.0106,0.0106
5,6,35,male,non-maori,0.026000000000000002,0.0107,0.0107
5,6,40,male,non-maori,0.026000000000000002,0.0107,0.0107
5,6,45,male,non-maori,0.0286,0.0104,0.0104
5,6,50,male,non-maori,0.0341,0.0118,0.0118
5,6,55,male,non-maori,0.0362,0.0123,0.0123
5,6,60,male,non-maori,0.0367,0.0125,0.0125
5,6,65,male,non-maori,0.0394,0.0132,0.0132
5,6,70,male,non-maori,0.0634,0.0152,0.0152
5,6,75,male,non-maori,0.0697,0.0159,0.0159
5,6,80,male,non-maori,0.0749,0.0164,0.0164
5,6,85,male,non-maori,0.0906,0.0178,0.0178
5,6,90,male,non-maori,0.1044,0.019,0.019
5,6,95,male,non-maori,0.1044,0.019,0.019
5,6,100,male,non-maori,0.1293,0.0209,0.0209
5,6,105,male,non-maori,0.1293,0.0209,0.0209
6,7,0,female,maori,0.0079,0.0089,0.0129
6,7,5,female,maori,0.0079,0.009000000000000001,0.0132
6,7,10,female,maori,0.0079,0.009000000000000001,0.0132
6,7,15,female,maori,0.0079,0.009000000000000001,0.0132
6,7,20,female,maori,0.0079,0.009000000000000001,0.0132
6,7,25,female,maori,0.0079,0.009000000000000001,0.0132
6,7,30,female,maori,0.0079,0.009000000000000001,0.0132
6,7,35,female,maori,0.0079,0.009000000000000001,0.0132
6,7,40,female,maori,0.0079,0.009000000000000001,0.0132
6,7,45,female,maori,0.0079,0.0091,0.0133
6,7,50,female,maori,0.0465925060911898,0.0174808467838328,0.0174808467838328
6,7,55,female,maori,0.0457775543833206,0.0182963475411637,0.0182963475411637
6,7,60,female,maori,0.0441901647194884,0.020123391353142,0.020123391353142
6,7,65,female,maori,0.0426578196288927,0.0220768777519776,0.0220768777519776
6,7,70,female,maori,0.0259854709492949,0.0282059804197774,0.0282059804197774
6,7,75,female,maori,0.028854319130357,0.030297193796257005,0.030297193796257005
6,7,80,female,maori,0.0337622350228325,0.0333696277637788,0.0333696277637788
6,7,85,female,maori,0.0384841135139861,0.0358511901113978,0.0358511901113978
6,7,90,female,maori,0.0450299894180345,0.0387143276445773,0.0387143276445773
6,7,95,female,maori,0.0526892725813051,0.0415314311568161,0.0415314311568161
6,7,100,female,maori,0.0600582261694766,0.0431720756908427,0.0431720756908427
6,7,105,female,maori,0.07213780419128399,0.0439179951487126,0.0439179951487126
6,7,0,female,non-maori,0.0227,0.0111,0.0111
6,7,5,female,non-maori,0.0231,0.0109,0.0109
6,7,10,female,non-maori,0.0231,0.0109,0.0109
6,7,15,female,non-maori,0.0231,0.0109,0.0109
6,7,20,female,non-maori,0.0231,0.0109,0.0109
6,7,25,female,non-maori,0.0231,0.0109,0.0109
6,7,30,female,non-maori,0.0231,0.0109,0.0109
6,7,35,female,non-maori,0.0231,0.0109,0.0109
6,7,40,female,non-maori,0.0231,0.0109,0.0109
6,7,45,female,non-maori,0.0231,0.0109,0.0109
6,7,50,female,non-maori,0.0547071281398089,0.0149484778430648,0.0149484778430648
6,7,55,female,non-maori,0.05581192586902,0.0154215710543019,0.0154215710543019
6,7,60,female,non-maori,0.0580889052951636,0.0164529697061448,0.0164529697061448
6,7,65,female,non-maori,0.0604587794785898,0.0176047479547866,0.0176047479547866
6,7,70,female,non-maori,0.0325618275485023,0.0232181680402597,0.0232181680402597
6,7,75,female,non-maori,0.0353173872962379,0.0240129509714807,0.0240129509714807
6,7,80,female,non-maori,0.0450638150743706,0.0265297238236334,0.0265297238236334
6,7,85,female,non-maori,0.05301363066492,0.028372652452634997,0.028372652452634997
6,7,90,female,non-maori,0.0676436348098553,0.0313373065860198,0.0313373065860198
6,7,95,female,non-maori,0.0974958249585749,0.036282320869762,0.036282320869762
6,7,100,female,non-maori,0.0974958249585749,0.036282320869762,0.036282320869762
6,7,105,female,non-maori,0.6850166432812861,0.0241031128699157,0.0241031128699157
6,7,0,male,maori,0.0225,0.0133,0.0194
6,7,5,male,maori,0.0238,0.0131,0.0191
6,7,10,male,maori,0.0238,0.0131,0.0191
6,7,15,male,maori,0.0238,0.0131,0.0191
6,7,20,male,maori,0.0238,0.0131,0.0191
6,7,25,male,maori,0.0238,0.0131,0.0191
6,7,30,male,maori,0.0238,0.0131,0.0191
6,7,35,male,maori,0.0238,0.0131,0.0191
6,7,40,male,maori,0.0245,0.0131,0.019
6,7,45,male,maori,0.0252,0.013000000000000001,0.0189
6,7,50,male,maori,0.054189497179788,0.0195450604241953,0.0195450604241953
6,7,55,male,maori,0.0551686431489804,0.0196734840673744,0.0196734840673744
6,7,60,male,maori,0.0565767586948925,0.019848020341166,0.019848020341166
6,7,65,male,maori,0.0574718239801721,0.0199138856798705,0.0199138856798705
6,7,70,male,maori,0.0231,0.0275,0.0275
6,7,75,male,maori,0.0276,0.0276,0.0276
6,7,80,male,maori,0.0326,0.0274,0.0274
6,7,85,male,maori,0.0399,0.0268,0.0268
6,7,90,male,maori,0.0464,0.026000000000000002,0.026000000000000002
6,7,95,male,maori,0.0572,0.0242,0.0242
6,7,100,male,maori,0.0672,0.0223,0.0223
6,7,105,male,maori,0.0847,0.0218,0.0218
6,7,0,male,non-maori,0.0251,0.0109,0.0109
6,7,5,male,non-maori,0.0268,0.0106,0.0106
6,7,10,male,non-maori,0.0268,0.0106,0.0106
6,7,15,male,non-maori,0.0268,0.0106,0.0106
6,7,20,male,non-maori,0.0268,0.0106,0.0106
6,7,25,male,non-maori,0.0268,0.0106,0.0106
6,7,30,male,non-maori,0.0277,0.0105,0.0105
6,7,35,male,non-maori,0.0268,0.0106,0.0106
6,7,40,male,non-maori,0.0268,0.0106,0.0106
6,7,45,male,non-maori,0.0294,0.0103,0.0103
6,7,50,male,non-maori,0.0346,0.0119,0.0119
6,7,55,male,non-maori,0.0367,0.0125,0.0125
6,7,60,male,non-maori,0.0373,0.0126,0.0126
6,7,65,male,non-maori,0.04,0.0134,0.0134
6,7,70,male,non-maori,0.0649,0.0154,0.0154
6,7,75,male,non-maori,0.0714,0.016,0.016
6,7,80,male,non-maori,0.0767,0.0165,0.0165
6,7,85,male,non-maori,0.0927,0.018000000000000002,0.018000000000000002
6,7,90,male,non-maori,0.107,0.0191,0.0191
6,7,95,male,non-maori,0.107,0.0191,0.0191
6,7,100,male,non-maori,0.1325,0.021,0.021
6,7,105,male,non-maori,0.1325,0.021,0.021
7,8,0,female,maori,0.0079,0.0089,0.0129
7,8,5,female,maori,0.0079,0.0091,0.0133
7,8,10,female,maori,0.0079,0.0091,0.0133
7,8,15,female,maori,0.0079,0.0091,0.0133
7,8,20,female,maori,0.0079,0.0091,0.0133
7,8,25,female,maori,0.0079,0.0091,0.0133
7,8,30,female,maori,0.0079,0.0091,0.0133
7,8,35,female,maori,0.0079,0.0091,0.0133
7,8,40,female,maori,0.0079,0.0091,0.0133
7,8,45,female,maori,0.0078,0.0092,0.0135
7,8,50,female,maori,0.0461832326872496,0.0178873228663883,0.0178873228663883
7,8,55,female,maori,0.0453754395996716,0.0187493773705162,0.0187493773705162
7,8,60,female,maori,0.0438019937312177,0.0205864951915985,0.0205864951915985
7,8,65,female,maori,0.0422831089187623,0.022578725729218,0.022578725729218
7,8,70,female,maori,0.0266747680582058,0.0287252205626035,0.0287252205626035
7,8,75,female,maori,0.0296197160244504,0.0308258160512089,0.0308258160512089
7,8,80,female,maori,0.0346578205227843,0.0338607804051166,0.0338607804051166
7,8,85,female,maori,0.0395049527451068,0.0363253943581176,0.0363253943581176
7,8,90,female,maori,0.0462244661924098,0.0391822724678337,0.0391822724678337
7,8,95,female,maori,0.0540869214186795,0.0420003112248812,0.0420003112248812
7,8,100,female,maori,0.0616513457148453,0.0432860265191893,0.0432860265191893
7,8,105,female,maori,0.0740513496478683,0.0437709150925042,0.0437709150925042
7,8,0,female,non-maori,0.0227,0.0111,0.0111
7,8,5,female,non-maori,0.0233,0.0108,0.0108
7,8,10,female,non-maori,0.0233,0.0108,0.0108
7,8,15,female,non-maori,0.0233,0.0108,0.0108
7,8,20,female,non-maori,0.0233,0.0108,0.0108
7,8,25,female,non-maori,0.0233,0.0108,0.0108
7,8,30,female,non-maori,0.0233,0.0108,0.0108
7,8,35,female,non-maori,0.0233,0.0108,0.0108
7,8,40,female,non-maori,0.0233,0.0108,0.0108
7,8,45,female,non-maori,0.0233,0.0108,0.0108
7,8,50,female,non-maori,0.0552567659227899,0.0151773931111291,0.0151773931111291
7,8,55,female,non-maori,0.0563726634591957,0.0156710784657354,0.0156710784657354
7,8,60,female,non-maori,0.058672519500622,0.0167319354590416,0.0167319354590416
7,8,65,female,non-maori,0.0610662036049198,0.0179080837165329,0.0179080837165329
7,8,70,female,non-maori,0.0339116303737193,0.0236122026789504,0.0236122026789504
7,8,75,female,non-maori,0.0367814178111326,0.0244204118994823,0.0244204118994823
7,8,80,female,non-maori,0.0469318694644947,0.026979053800752006,0.026979053800752006
7,8,85,female,non-maori,0.055211233005879996,0.0288525934014881,0.0288525934014881
7,8,90,female,non-maori,0.0704477025249824,0.031852643322047,0.031852643322047
7,8,95,female,non-maori,0.101537371452853,0.0368786748238819,0.0368786748238819
7,8,100,female,non-maori,0.101537371452853,0.0368786748238819,0.0368786748238819
7,8,105,female,non-maori,0.6850166432812861,0.0241031128699157,0.0241031128699157
7,8,0,male,maori,0.0225,0.0133,0.0194
7,8,5,male,maori,0.0245,0.0131,0.019
7,8,10,male,maori,0.0245,0.0131,0.019
7,8,15,male,maori,0.0245,0.0131,0.019
7,8,20,male,maori,0.0245,0.0131,0.019
7,8,25,male,maori,0.0245,0.0131,0.019
7,8,30,male,maori,0.0245,0.0131,0.019
7,8,35,male,maori,0.0245,0.0131,0.019
7,8,40,male,maori,0.0252,0.013000000000000001,0.0189
7,8,45,male,maori,0.0258,0.0129,0.0188
7,8,50,male,maori,0.054682920173979,0.0196135311103247,0.0196135311103247
7,8,55,male,maori,0.0556463793846902,0.0197414113498187,0.0197414113498187
7,8,60,male,maori,0.0570288430999121,0.0198861724832794,0.0198861724832794
7,8,65,male,maori,0.0579054310459774,0.0199398982770646,0.0199398982770646
7,8,70,male,maori,0.0241,0.0275,0.0275
7,8,75,male,maori,0.0288,0.0276,0.0276
7,8,80,male,maori,0.034,0.0273,0.0273
7,8,85,male,maori,0.0414,0.0266,0.0266
7,8,90,male,maori,0.0481,0.0257,0.0257
7,8,95,male,maori,0.0592,0.0239,0.0239
7,8,100,male,maori,0.0693,0.0219,0.0219
7,8,105,male,maori,0.0869,0.0205,0.0205
7,8,0,male,non-maori,0.0251,0.0109,0.0109
7,8,5,male,non-maori,0.0277,0.0105,0.0105
7,8,10,male,non-maori,0.0277,0.0105,0.0105
7,8,15,male,non-maori,0.0277,0.0105,0.0105
7,8,20,male,non-maori,0.0277,0.0105,0.0105
7,8,25,male,non-maori,0.0277,0.0105,0.0105
7,8,30,male,non-maori,0.0286,0.0104,0.0104
7,8,35,male,non-maori,0.0277,0.0105,0.0105
7,8,40,male,non-maori,0.0277,0.0105,0.0105
7,8,45,male,non-maori,0.0303,0.0103,0.0103
7,8,50,male,non-maori,0.0351,0.0121,0.0121
7,8,55,male,non-maori,0.0373,0.0126,0.0126
7,8,60,male,non-maori,0.0378,0.0128,0.0128
7,8,65,male,non-maori,0.0405,0.0136,0.0136
7,8,70,male,non-maori,0.0665,0.0155,0.0155
7,8,75,male,non-maori,0.0731,0.0162,0.0162
7,8,80,male,non-maori,0.0785,0.0167,0.0167
7,8,85,male,non-maori,0.095,0.0182,0.0182
7,8,90,male,non-maori,0.1095,0.0194,0.0194
7,8,95,male,non-maori,0.1095,0.0194,0.0194
7,8,100,male,non-maori,0.1356,0.021,0.021
7,8,105,male,non-maori,0.1356,0.021,0.021
8,9,0,female,maori,0.0079,0.0089,0.0129
8,9,5,female,maori,0.0078,0.0092,0.0135
8,9,10,female,maori,0.0078,0.0092,0.0135
8,9,15,female,maori,0.0078,0.0092,0.0135
8,9,20,female,maori,0.0078,0.0092,0.0135
8,9,25,female,maori,0.0078,0.0092,0.0135
8,9,30,female,maori,0.0078,0.0092,0.0135
8,9,35,female,maori,0.0078,0.0092,0.0135
8,9,40,female,maori,0.0078,0.0092,0.0135
8,9,45,female,maori,0.0078,0.0094,0.0136
8,9,50,female,maori,0.0457775543833206,0.0182963475411637,0.0182963475411637
8,9,55,female,maori,0.0449768570339711,0.0192048691216781,0.0192048691216781
8,9,60,female,maori,0.0434172324771512,0.0210807779047985,0.0210807779047985
8,9,65,female,maori,0.0419116897063574,0.0230831249041876,0.0230831249041876
8,9,70,female,maori,0.0273823496348209,0.0292468584622761,0.0292468584622761
8,9,75,female,maori,0.0304054160282045,0.0313300521776718,0.0313300521776718
8,9,80,female,maori,0.0355771625479537,0.0343545150079094,0.0343545150079094
8,9,85,female,maori,0.0405528710132804,0.0368022869271665,0.0368022869271665
8,9,90,female,maori,0.0474506279567876,0.0396531863158273,0.0396531863158273
8,9,95,female,maori,0.0555216446390719,0.0424729510110589,0.0424729510110589
8,9,100,female,maori,0.0632867247481762,0.0434021675472176,0.0434021675472176
8,9,105,female,maori,0.0760156542903672,0.0436115038546843,0.0436115038546843
8,9,0,female,non-maori,0.0227,0.0111,0.0111
8,9,5,female,non-maori,0.0234,0.0108,0.0108
8,9,10,female,non-maori,0.0234,0.0108,0.0108
8,9,15,female,non-maori,0.0234,0.0108,0.0108
8,9,20,female,non-maori,0.0234,0.0108,0.0108
8,9,25,female,non-maori,0.0234,0.0108,0.0108
8,9,30,female,non-maori,0.0234,0.0108,0.0108
8,9,35,female,non-maori,0.0234,0.0108,0.0108
8,9,40,female,non-maori,0.0234,0.0108,0.0108
8,9,45,female,non-maori,0.0234,0.0108,0.0108
8,9,50,female,non-maori,0.05581192586902,0.0154215710543019,0.0154215710543019
8,9,55,female,non-maori,0.056939034731423,0.0159260547796458,0.0159260547796458
8,9,60,female,non-maori,0.0592619972275065,0.0170168011319022,0.0170168011319022
8,9,65,female,non-maori,0.0616797304688908,0.0182410347044513,0.0182410347044513
8,9,70,female,non-maori,0.0353173872962379,0.0240129509714807,0.0240129509714807
8,9,75,female,non-maori,0.0383061375647461,0.0248288759714089,0.0248288759714089
8,9,80,female,non-maori,0.0488773613107841,0.0274359453512032,0.0274359453512032
8,9,85,female,non-maori,0.0574999337301882,0.0293334834775188,0.0293334834775188
8,9,90,female,non-maori,0.0733680087564626,0.0323765309700809,0.0323765309700809
8,9,95,female,non-maori,0.10574645433212401,0.0371654161064305,0.0371654161064305
8,9,100,female,non-maori,0.10574645433212401,0.0371654161064305,0.0371654161064305
8,9,105,female,non-maori,0.6850166432812861,0.0241031128699157,0.0241031128699157
8,9,0,male,maori,0.0225,0.0133,0.0194
8,9,5,male,maori,0.0252,0.013000000000000001,0.0189
8,9,10,male,maori,0.0252,0.013000000000000001,0.0189
8,9,15,male,maori,0.0252,0.013000000000000001,0.0189
8,9,20,male,maori,0.0252,0.013000000000000001,0.0189
8,9,25,male,maori,0.0252,0.013000000000000001,0.0189
8,9,30,male,maori,0.0252,0.013000000000000001,0.0189
8,9,35,male,maori,0.0252,0.013000000000000001,0.0189
8,9,40,male,maori,0.0258,0.0129,0.0188
8,9,45,male,maori,0.0266,0.0128,0.0187
8,9,50,male,maori,0.0551686431489804,0.0196734840673744,0.0196734840673744
8,9,55,male,maori,0.0561158448927869,0.0197996792263304,0.0197996792263304
8,9,60,male,maori,0.0574718239801721,0.0199138856798705,0.0199138856798705
8,9,65,male,maori,0.0583293981182055,0.0199545640712017,0.0199545640712017
8,9,70,male,maori,0.0252,0.0275,0.0275
8,9,75,male,maori,0.03,0.0275,0.0275
8,9,80,male,maori,0.0354,0.0272,0.0272
8,9,85,male,maori,0.043,0.0264,0.0264
8,9,90,male,maori,0.0498,0.0255,0.0255
8,9,95,male,maori,0.0611,0.0235,0.0235
8,9,100,male,maori,0.0715,0.0215,0.0215
8,9,105,male,maori,0.0892,0.0193,0.0193
8,9,0,male,non-maori,0.0251,0.0109,0.0109
8,9,5,male,non-maori,0.0286,0.0104,0.0104
8,9,10,male,non-maori,0.0286,0.0104,0.0104
8,9,15,male,non-maori,0.0286,0.0104,0.0104
8,9,20,male,non-maori,0.0286,0.0104,0.0104
8,9,25,male,non-maori,0.0286,0.0104,0.0104
8,9,30,male,non-maori,0.0294,0.0103,0.0103
8,9,35,male,non-maori,0.0286,0.0104,0.0104
8,9,40,male,non-maori,0.0286,0.0104,0.0104
8,9,45,male,non-maori,0.0313,0.0103,0.0103
8,9,50,male,non-maori,0.0357,0.0122,0.0122
8,9,55,male,non-maori,0.0378,0.0128,0.0128
8,9,60,male,non-maori,0.0383,0.0129,0.0129
8,9,65,male,non-maori,0.0411,0.0138,0.0138
8,9,70,male,non-maori,0.0681,0.0157,0.0157
8,9,75,male,non-maori,0.0749,0.0164,0.0164
8,9,80,male,non-maori,0.0804,0.0169,0.0169
8,9,85,male,non-maori,0.0973,0.0184,0.0184
8,9,90,male,non-maori,0.1122,0.0196,0.0196
8,9,95,male,non-maori,0.1122,0.0196,0.0196
8,9,100,male,non-maori,0.1389,0.0211,0.0211
8,9,105,male,non-maori,0.1389,0.0211,0.0211
9,10,0,female,maori,0.0079,0.0089,0.0129
9,10,5,female,maori,0.0078,0.0094,0.0136
9,10,10,female,maori,0.0078,0.0094,0.0136
9,10,15,female,maori,0.0078,0.0094,0.0136
9,10,20,female,maori,0.0078,0.0094,0.0136
9,10,25,female,maori,0.0078,0.0094,0.0136
9,10,30,female,maori,0.0078,0.0094,0.0136
9,10,35,female,maori,0.0078,0.0094,0.0136
9,10,40,female,maori,0.0078,0.0094,0.0136
9,10,45,female,maori,0.0078,0.0095,0.0138
9,10,50,female,maori,0.0453754395996716,0.0187493773705162,0.0187493773705162
9,10,55,female,maori,0.0445817756588504,0.0196628621565651,0.0196628621565651
9,10,60,female,maori,0.0430358510058303,0.0215775663919459,0.0215775663919459
9,10,65,female,maori,0.0415435330788209,0.0236096918560842,0.0236096918560842
9,10,70,female,maori,0.0281087006975089,0.0297708611351756,0.0297708611351756
9,10,75,female,maori,0.0312119577069899,0.0318365949742408,0.0318365949742408
9,10,80,female,maori,0.0365208912698771,0.0348508282729331,0.0348508282729331
9,10,85,female,maori,0.0416285866238242,0.0372818840289856,0.0372818840289856
9,10,90,female,maori,0.0487093151951462,0.0401271466687813,0.0401271466687813
9,10,95,female,maori,0.0569944256868491,0.0429492970665313,0.0429492970665313
9,10,100,female,maori,0.0649654842552282,0.0435209017210376,0.0435209017210376
9,10,105,female,maori,0.0780320645696559,0.043438891110875996,0.043438891110875996
9,10,0,female,non-maori,0.0227,0.0111,0.0111
9,10,5,female,non-maori,0.0236,0.0107,0.0107
9,10,10,female,non-maori,0.0236,0.0107,0.0107
9,10,15,female,non-maori,0.0236,0.0107,0.0107
9,10,20,female,non-maori,0.0236,0.0107,0.0107
9,10,25,female,non-maori,0.0236,0.0107,0.0107
9,10,30,female,non-maori,0.0236,0.0107,0.0107
9,10,35,female,non-maori,0.0236,0.0107,0.0107
9,10,40,female,non-maori,0.0236,0.0107,0.0107
9,10,45,female,non-maori,0.0236,0.0107,0.0107
9,10,50,female,non-maori,0.0563726634591957,0.0156710784657354,0.0156710784657354
9,10,55,female,non-maori,0.0575110962868181,0.0161866375298209,0.0161866375298209
9,10,60,female,non-maori,0.0598573973861094,0.0173076963067871,0.0173076963067871
9,10,65,female,non-maori,0.0622994213841797,0.0185817579345769,0.0185817579345769
9,10,70,female,non-maori,0.0367814178111326,0.0244204118994823,0.0244204118994823
9,10,75,female,non-maori,0.0398940623404986,0.0252440664101639,0.0252440664101639
9,10,80,female,non-maori,0.0509035006694605,0.0279004574578161,0.0279004574578161
9,10,85,female,non-maori,0.0598835091877755,0.029822304434095,0.029822304434095
9,10,90,female,non-maori,0.0764093720015848,0.032909151563795,0.032909151563795
9,10,95,female,non-maori,0.110130018571619,0.037456414739642,0.037456414739642
9,10,100,female,non-maori,0.110130018571619,0.037456414739642,0.037456414739642
9,10,105,female,non-maori,0.6850166432812861,0.0241031128699157,0.0241031128699157
9,10,0,male,maori,0.0225,0.0133,0.0194
9,10,5,male,maori,0.0258,0.0129,0.0188
9,10,10,male,maori,0.0258,0.0129,0.0188
9,10,15,male,maori,0.0258,0.0129,0.0188
9,10,20,male,maori,0.0258,0.0129,0.0188
9,10,25,male,maori,0.0258,0.0129,0.0188
9,10,30,male,maori,0.0258,0.0129,0.0188
9,10,35,male,maori,0.0258,0.0129,0.0188
9,10,40,male,maori,0.0266,0.0128,0.0187
9,10,45,male,maori,0.0273,0.0128,0.0186
9,10,50,male,maori,0.0556463793846902,0.0197414113498187,0.0197414113498187
9,10,55,male,maori,0.0565767586948925,0.019848020341166,0.019848020341166
9,10,60,male,maori,0.0579054310459774,0.0199398982770646,0.0199398982770646
9,10,65,male,maori,0.0587434633985571,0.0199576339468267,0.0199576339468267
9,10,70,male,maori,0.0264,0.0276,0.0276
9,10,75,male,maori,0.0313,0.0275,0.0275
9,10,80,male,maori,0.0369,0.0271,0.0271
9,10,85,male,maori,0.0447,0.0262,0.0262
9,10,90,male,maori,0.0516,0.0252,0.0252
9,10,95,male,maori,0.0631,0.0231,0.0231
9,10,100,male,maori,0.0736,0.0217,0.0217
9,10,105,male,maori,0.0915,0.0181,0.0181
9,10,0,male,non-maori,0.0251,0.0109,0.0109
9,10,5,male,non-maori,0.0294,0.0103,0.0103
9,10,10,male,non-maori,0.0294,0.0103,0.0103
9,10,15,male,non-maori,0.0294,0.0103,0.0103
9,10,20,male,non-maori,0.0294,0.0103,0.0103
9,10,25,male,non-maori,0.0294,0.0103,0.0103
9,10,30,male,non-maori,0.0303,0.0103,0.0103
9,10,35,male,non-maori,0.0294,0.0103,0.0103
9,10,40,male,non-maori,0.0294,0.0103,0.0103
9,10,45,male,non-maori,0.0322,0.0103,0.0103
9,10,50,male,non-maori,0.0362,0.0123,0.0123
9,10,55,male,non-maori,0.0383,0.0129,0.0129
9,10,60,male,non-maori,0.0389,0.0131,0.0131
9,10,65,male,non-maori,0.0416,0.0139,0.0139
9,10,70,male,non-maori,0.0697,0.0159,0.0159
9,10,75,male,non-maori,0.0767,0.0165,0.0165
9,10,80,male,non-maori,0.0824,0.0171,0.0171
9,10,85,male,non-maori,0.0996,0.0186,0.0186
9,10,90,male,non-maori,0.1149,0.0198,0.0198
9,10,95,male,non-maori,0.1149,0.0198,0.0198
9,10,100,male,non-maori,0.1422,0.0163,0.0163
9,10,105,male,non-maori,0.1422,0.0163,0.0163
10,11,0,female,maori,0.0079,0.0089,0.0129
10,11,5,female,maori,0.0078,0.0094,0.0136
10,11,10,female,maori,0.0078,0.0095,0.0138
10,11,15,female,maori,0.0078,0.0095,0.0138
10,11,20,female,maori,0.0078,0.0095,0.0138
10,11,25,female,maori,0.0078,0.0095,0.0138
10,11,30,female,maori,0.0078,0.0095,0.0138
10,11,35,female,maori,0.0078,0.0095,0.0138
10,11,40,female,maori,0.0078,0.0095,0.0138
10,11,45,female,maori,0.0078,0.0095,0.0138
10,11,50,female,maori,0.0078,0.0096,0.013999999999999999
