age,sex,income_first,income,income_last,expenditure_rate_first,expenditure_rate,expenditure_rate_last
0,female,0.0,0.0,0.0,9303.19926497148,3168.453079134981,1880.7794394011405
0,male,0.0,0.0,0.0,11255.67161596958,2688.6330083174907,1400.9593685836498
1,female,0.0,0.0,0.0,9303.19926497148,3168.453079134981,1880.7794394011405
1,male,0.0,0.0,0.0,11255.67161596958,2688.6330083174907,1400.9593685836498
2,female,0.0,0.0,0.0,9303.19926497148,3168.453079134981,1880.7794394011405
2,male,0.0,0.0,0.0,11255.67161596958,2688.6330083174907,1400.9593685836498
3,female,0.0,0.0,0.0,9303.19926497148,3168.453079134981,1880.7794394011405
3,male,0.0,0.0,0.0,11255.67161596958,2688.6330083174907,1400.9593685836498
4,female,0.0,0.0,0.0,9303.19926497148,3168.453079134981,1880.7794394011405
4,male,0.0,0.0,0.0,11255.67161596958,2688.6330083174907,1400.9593685836498
5,female,0.0,0.0,0.0,9303.19926497148,3168.453079134981,1880.7794394011405
5,male,0.0,0.0,0.0,11255.67161596958,2688.6330083174907,1400.9593685836498
6,female,0.0,0.0,0.0,9303.19926497148,3168.453079134981,1880.7794394011405
6,male,0.0,0.0,0.0,11255.67161596958,2688.6330083174907,1400.9593685836498
7,female,0.0,0.0,0.0,9303.19926497148,3168.453079134981,1880.7794394011405
7,male,0.0,0.0,0.0,11255.67161596958,2688.6330083174907,1400.9593685836498
8,female,0.0,0.0,0.0,9303.19926497148,3168.453079134981,1880.7794394011405
8,male,0.0,0.0,0.0,11255.67161596958,2688.6330083174907,1400.9593685836498
9,female,0.0,0.0,0.0,9303.19926497148,3168.453079134981,1880.7794394011405
9,male,0.0,0.0,0.0,11255.67161596958,2688.6330083174907,1400.9593685836498
10,female,0.0,0.0,0.0,9303.19926497148,3168.453079134981,1880.7794394011405
10,male,0.0,0.0,0.0,11255.67161596958,2688.6330083174907,1400.9593685836498
11,female,0.0,0.0,0.0,9303.19926497148,3168.453079134981,1880.7794394011405
11,male,0.0,0.0,0.0,11255.67161596958,2688.6330083174907,1400.9593685836498
12,female,0.0,0.0,0.0,9303.19926497148,3168.453079134981,1880.7794394011405
12,male,0.0,0.0,0.0,11255.67161596958,2688.6330083174907,1400.9593685836498
13,female,0.0,0.0,0.0,9303.19926497148,3168.453079134981,1880.7794394011405
13,male,0.0,0.0,0.0,11255.67161596958,2688.6330083174907,1400.9593685836498
14,female,0.0,0.0,0.0,9303.19926497148,3168.453079134981,1880.7794394011405
14,male,0.0,0.0,0.0,11255.67161596958,2688.6330083174907,1400.9593685836498
15,female,0.0,0.0,0.0,9303.19926497148,3168.453079134981,1880.7794394011405
15,male,0.0,0.0,0.0,11255.67161596958,2688.6330083174907,1400.9593685836498
16,female,0.0,0.0,0.0,9303.19926497148,3168.453079134981,1880.7794394011405
16,male,0.0,0.0,0.0,11255.67161596958,2688.6330083174907,1400.9593685836498
17,female,0.0,0.0,0.0,9303.19926497148,3168.453079134981,1880.7794394011405
17,male,0.0,0.0,0.0,11255.67161596958,2688.6330083174907,1400.9593685836498
18,female,0.0,0.0,0.0,9303.19926497148,3168.453079134981,1880.7794394011405
18,male,0.0,0.0,0.0,11255.67161596958,2688.6330083174907,1400.9593685836498
19,female,0.0,0.0,0.0,9303.19926497148,3168.453079134981,1880.7794394011405
19,male,0.0,0.0,0.0,11255.67161596958,2688.6330083174907,1400.9593685836498
20,female,0.0,0.0,0.0,9303.19926497148,3168.453079134981,1880.7794394011405
20,male,0.0,0.0,0.0,11255.67161596958,2688.6330083174907,1400.9593685836498
21,female,0.0,0.0,0.0,9303.19926497148,3168.453079134981,1880.7794394011405
21,male,0.0,0.0,0.0,11255.67161596958,2688.6330083174907,1400.9593685836498
22,female,0.0,0.0,0.0,9303.19926497148,3168.453079134981,1880.7794394011405
22,male,0.0,0.0,0.0,11255.67161596958,2688.6330083174907,1400.9593685836498
23,female,0.0,0.0,0.0,9303.19926497148,3168.453079134981,1880.7794394011405
23,male,0.0,0.0,0.0,11255.67161596958,2688.6330083174907,1400.9593685836498
24,female,0.0,0.0,0.0,9303.19926497148,3168.453079134981,1880.7794394011405
24,male,0.0,0.0,0.0,11255.67161596958,2688.6330083174907,1400.9593685836498
25,female,-6679.638366730037,-8222.970422053231,-9907.687559885931,9303.19926497148,3168.453079134981,1880.7794394011405
25,male,-10571.612509220533,-11614.015879847908,-15867.01677690114,11255.67161596958,2688.6330083174907,1400.9593685836498
26,female,-6679.638366730037,-8222.970422053231,-9907.687559885931,9303.19926497148,3168.453079134981,1880.7794394011405
26,male,-10571.612509220533,-11614.015879847908,-15867.01677690114,11255.67161596958,2688.6330083174907,1400.9593685836498
27,female,-6679.638366730037,-8222.970422053231,-9907.687559885931,9303.19926497148,3168.453079134981,1880.7794394011405
27,male,-10571.612509220533,-11614.015879847908,-15867.01677690114,11255.67161596958,2688.6330083174907,1400.9593685836498
28,female,-6679.638366730037,-8222.970422053231,-9907.687559885931,9303.19926497148,3168.453079134981,1880.7794394011405
28,male,-10571.612509220533,-11614.015879847908,-15867.01677690114,11255.67161596958,2688.6330083174907,1400.9593685836498
29,female,-6679.638366730037,-8222.970422053231,-9907.687559885931,9303.19926497148,3168.453079134981,1880.7794394011405
29,male,-10571.612509220533,-11614.015879847908,-15867.01677690114,11255.67161596958,2688.6330083174907,1400.9593685836498
30,female,-6382.2813553231945,-7925.613410646391,-9610.330548479089,9745.404768773764,3046.462290161597,3313.127224572243
30,male,-5832.339544391634,-6874.742915019011,-11127.743812072242,11359.181644486693,2666.7759550855512,2933.440889496197
31,female,-6382.2813553231945,-7925.613410646391,-9610.330548479089,9745.404768773764,3046.462290161597,3313.127224572243
31,male,-5832.339544391634,-6874.742915019011,-11127.743812072242,11359.181644486693,2666.7759550855512,2933.440889496197
32,female,-6382.2813553231945,-7925.613410646391,-9610.330548479089,9745.404768773764,3046.462290161597,3313.127224572243
