age,sex,income_first,income,income_last,expenditure_rate_first,expenditure_rate,expenditure_rate_last
0,female,0.0,0.0,0.0,5252.214351711026,3040.5093528992393,327.11612381178713
0,male,0.0,0.0,0.0,4931.659786359315,2560.689282081749,-152.7039470057034
1,female,0.0,0.0,0.0,5252.214351711026,3040.5093528992393,327.11612381178713
1,male,0.0,0.0,0.0,4931.659786359315,2560.689282081749,-152.7039470057034
2,female,0.0,0.0,0.0,5252.214351711026,3040.5093528992393,327.11612381178713
2,male,0.0,0.0,0.0,4931.659786359315,2560.689282081749,-152.7039470057034
3,female,0.0,0.0,0.0,5252.214351711026,3040.5093528992393,327.11612381178713
3,male,0.0,0.0,0.0,4931.659786359315,2560.689282081749,-152.7039470057034
4,female,0.0,0.0,0.0,5252.214351711026,3040.5093528992393,327.11612381178713
4,male,0.0,0.0,0.0,4931.659786359315,2560.689282081749,-152.7039470057034
5,female,0.0,0.0,0.0,5252.214351711026,3040.5093528992393,327.11612381178713
5,male,0.0,0.0,0.0,4931.659786359315,2560.689282081749,-152.7039470057034
6,female,0.0,0.0,0.0,5252.214351711026,3040.5093528992393,327.11612381178713
6,male,0.0,0.0,0.0,4931.659786359315,2560.689282081749,-152.7039470057034
7,female,0.0,0.0,0.0,5252.214351711026,3040.5093528992393,327.11612381178713
7,male,0.0,0.0,0.0,4931.659786359315,2560.689282081749,-152.7039470057034
8,female,0.0,0.0,0.0,5252.214351711026,3040.5093528992393,327.11612381178713
8,male,0.0,0.0,0.0,4931.659786359315,2560.689282081749,-152.7039470057034
9,female,0.0,0.0,0.0,5252.214351711026,3040.5093528992393,327.11612381178713
9,male,0.0,0.0,0.0,4931.659786359315,2560.689282081749,-152.7039470057034
10,female,0.0,0.0,0.0,5252.214351711026,3040.5093528992393,327.11612381178713
10,male,0.0,0.0,0.0,4931.659786359315,2560.689282081749,-152.7039470057034
11,female,0.0,0.0,0.0,5252.214351711026,3040.5093528992393,327.11612381178713
11,male,0.0,0.0,0.0,4931.659786359315,2560.689282081749,-152.7039470057034
12,female,0.0,0.0,0.0,5252.214351711026,3040.5093528992393,327.11612381178713
12,male,0.0,0.0,0.0,4931.659786359315,2560.689282081749,-152.7039470057034
13,female,0.0,0.0,0.0,5252.214351711026,3040.5093528992393,327.11612381178713
13,male,0.0,0.0,0.0,4931.659786359315,2560.689282081749,-152.7039470057034
14,female,0.0,0.0,0.0,5252.214351711026,3040.5093528992393,327.11612381178713
14,male,0.0,0.0,0.0,4931.659786359315,2560.689282081749,-152.7039470057034
15,female,0.0,0.0,0.0,5252.214351711026,3040.5093528992393,327.11612381178713
15,male,0.0,0.0,0.0,4931.659786359315,2560.689282081749,-152.7039470057034
16,female,0.0,0.0,0.0,5252.214351711026,3040.5093528992393,327.11612381178713
16,male,0.0,0.0,0.0,4931.659786359315,2560.689282081749,-152.7039470057034
17,female,0.0,0.0,0.0,5252.214351711026,3040.5093528992393,327.11612381178713
17,male,0.0,0.0,0.0,4931.659786359315,2560.689282081749,-152.7039470057034
18,female,0.0,0.0,0.0,5252.214351711026,3040.5093528992393,327.11612381178713
18,male,0.0,0.0,0.0,4931.659786359315,2560.689282081749,-152.7039470057034
19,female,0.0,0.0,0.0,5252.214351711026,3040.5093528992393,327.11612381178713
19,male,0.0,0.0,0.0,4931.659786359315,2560.689282081749,-152.7039470057034
20,female,0.0,0.0,0.0,5252.214351711026,3040.5093528992393,327.11612381178713
20,male,0.0,0.0,0.0,4931.659786359315,2560.689282081749,-152.7039470057034
21,female,0.0,0.0,0.0,5252.214351711026,3040.5093528992393,327.11612381178713
21,male,0.0,0.0,0.0,4931.659786359315,2560.689282081749,-152.7039470057034
22,female,0.0,0.0,0.0,5252.214351711026,3040.5093528992393,327.11612381178713
22,male,0.0,0.0,0.0,4931.659786359315,2560.689282081749,-152.7039470057034
23,female,0.0,0.0,0.0,5252.214351711026,3040.5093528992393,327.11612381178713
23,male,0.0,0.0,0.0,4931.659786359315,2560.689282081749,-152.7039470057034
24,female,0.0,0.0,0.0,5252.214351711026,3040.5093528992393,327.11612381178713
24,male,0.0,0.0,0.0,4931.659786359315,2560.689282081749,-152.7039470057034
25,female,-9050.22886026616,-10900.874931558936,-16068.367902091255,5252.214351711026,3040.5093528992393,327.11612381178713
25,male,-8078.635756653992,-7924.599527566541,-32978.991062737645,4931.659786359315,2560.689282081749,-152.7039470057034
26,female,-9050.22886026616,-10900.874931558936,-16068.367902091255,5252.214351711026,3040.5093528992393,327.11612381178713
26,male,-8078.635756653992,-7924.599527566541,-32978.991062737645,4931.659786359315,2560.689282081749,-152.7039470057034
